partsid,datalink,parents_partsid,totalcfp
P03329,postgresB,P01110,0.0
P03330,postgresB,P01110,0.0
P03331,postgresA,P01110,0.0
P03332,postgresC,P01111,0.0
P03333,postgresA,P01111,0.0
P03334,postgresC,P01111,6.34
P03335,postgresC,P01112,4.593
P03336,postgresA,P01112,7.593
P03337,postgresB,P01112,1.248
P03338,postgresA,P01113,8.825
P03339,postgresB,P01113,9.548
P03340,postgresA,P01113,6.958
P03341,postgresA,P01114,5.303
P03342,postgresB,P01114,7.067
P03343,postgresB,P01114,8.602
P03344,postgresC,P01115,8.658
P03345,postgresA,P01115,0.895
P03346,postgresB,P01115,1.482
P03347,postgresC,P01116,5.362
P03348,postgresB,P01116,9.957
P03349,postgresB,P01116,4.641
P03350,postgresC,P01117,0.919
P03351,postgresA,P01117,4.3
P03352,postgresC,P01117,1.976
P03353,postgresA,P01118,2.941
P03354,postgresB,P01118,1.367
P03355,postgresB,P01118,2.065
P03356,postgresB,P01119,9.937
P03357,postgresB,P01119,7.681
P03358,postgresC,P01119,9.084
P03359,postgresB,P01120,5.254
P03360,postgresA,P01120,4.549
P03361,postgresA,P01120,5.268
P03362,postgresB,P01121,1.938
P03363,postgresA,P01121,3.195
P03364,postgresB,P01121,3.429
P03365,postgresA,P01122,7.898
P03366,postgresC,P01122,1.78
P03367,postgresC,P01122,5.283
P03368,postgresC,P01123,4.015
P03369,postgresC,P01123,2.304
P03370,postgresA,P01123,9.556
P03371,postgresB,P01124,6.397
P03372,postgresB,P01124,8.146
P03373,postgresA,P01124,3.584
P03374,postgresC,P01125,0.032
P03375,postgresB,P01125,8.803
P03376,postgresA,P01125,5.25
P03377,postgresA,P01126,0.239
P03378,postgresA,P01126,9.297
P03379,postgresA,P01126,0.585
P03380,postgresA,P01127,7.727
P03381,postgresA,P01127,9.516
P03382,postgresA,P01127,8.172
P03383,postgresA,P01128,8.762
P03384,postgresB,P01128,2.857
P03385,postgresA,P01128,2.871
P03386,postgresB,P01129,7.082
P03387,postgresB,P01129,3.736
P03388,postgresA,P01129,5.763
P03389,postgresC,P01130,4.092
P03390,postgresA,P01130,0.93
P03391,postgresC,P01130,6.4
P03392,postgresA,P01131,7.341
P03393,postgresC,P01131,1.855
P03394,postgresB,P01131,7.646
P03395,postgresA,P01132,0.5
P03396,postgresB,P01132,4.701
P03397,postgresA,P01132,7.57
P03398,postgresC,P01133,7.074
P03399,postgresB,P01133,0.479
P03400,postgresB,P01133,1.025
P03401,postgresC,P01134,1.638
P03402,postgresA,P01134,8.617
P03403,postgresB,P01134,1.798
P03404,postgresB,P01135,7.862
P03405,postgresB,P01135,0.643
P03406,postgresC,P01135,2.708
P03407,postgresC,P01136,3.771
P03408,postgresB,P01136,8.406
P03409,postgresC,P01136,2.273
P03410,postgresC,P01137,7.559
P03411,postgresB,P01137,1.576
P03412,postgresA,P01137,2.115
P03413,postgresA,P01138,4.159
P03414,postgresA,P01138,0.038
P03415,postgresB,P01138,3.092
P03416,postgresC,P01139,5.488
P03417,postgresB,P01139,4.855
P03418,postgresB,P01139,5.244
P03419,postgresA,P01140,9.306
P03420,postgresA,P01140,4.049
P03421,postgresA,P01140,4.736
P03422,postgresB,P01141,1.619
P03423,postgresB,P01141,4.316
P03424,postgresA,P01141,0.067
P03425,postgresB,P01142,1.781
P03426,postgresC,P01142,2.085
P03427,postgresC,P01142,6.036
P03428,postgresA,P01143,2.538
P03429,postgresB,P01143,3.883
P03430,postgresA,P01143,5.017
P03431,postgresA,P01144,3.394
P03432,postgresA,P01144,8.28
P03433,postgresC,P01144,4.75
P03434,postgresC,P01145,7.502
P03435,postgresB,P01145,8.955
P03436,postgresC,P01145,7.148
P03437,postgresC,P01146,6.853
P03438,postgresB,P01146,2.213
P03439,postgresC,P01146,2.465
P03440,postgresA,P01147,5.425
P03441,postgresB,P01147,6.142
P03442,postgresC,P01147,5.893
P03443,postgresB,P01148,2.268
P03444,postgresC,P01148,5.442
P03445,postgresB,P01148,2.366
P03446,postgresB,P01149,9.703
P03447,postgresB,P01149,3.508
P03448,postgresC,P01149,0.681
P03449,postgresB,P01150,2.045
P03450,postgresC,P01150,5.605
P03451,postgresA,P01150,9.755
P03452,postgresB,P01151,7.947
P03453,postgresA,P01151,2.914
P03454,postgresB,P01151,0.657
P03455,postgresB,P01152,3.373
P03456,postgresC,P01152,0.458
P03457,postgresB,P01152,4.4
P03458,postgresC,P01153,9.355
P03459,postgresB,P01153,3.73
P03460,postgresC,P01153,2.682
P03461,postgresA,P01154,7.574
P03462,postgresB,P01154,6.472
P03463,postgresA,P01154,7.752
P03464,postgresC,P01155,5.698
P03465,postgresC,P01155,7.354
P03466,postgresA,P01155,4.44
P03467,postgresC,P01156,3.03
P03468,postgresA,P01156,4.649
P03469,postgresB,P01156,5.714
P03470,postgresB,P01157,4.796
P03471,postgresA,P01157,6.922
P03472,postgresA,P01157,6.581
P03473,postgresB,P01158,4.334
P03474,postgresB,P01158,0.322
P03475,postgresB,P01158,0.1
P03476,postgresA,P01159,1.19
P03477,postgresC,P01159,9.79
P03478,postgresB,P01159,2.565
P03479,postgresC,P01160,4.323
P03480,postgresB,P01160,7.608
P03481,postgresA,P01160,0.888
P03482,postgresA,P01161,5.805
P03483,postgresA,P01161,3.317
P03484,postgresB,P01161,4.162
P03485,postgresB,P01162,8.664
P03486,postgresA,P01162,7.448
P03487,postgresC,P01162,6.74
P03488,postgresA,P01163,1.354
P03489,postgresC,P01163,8.654
P03490,postgresC,P01163,2.197
P03491,postgresC,P01164,8.699
P03492,postgresC,P01164,7.29
P03493,postgresC,P01164,5.783
P03494,postgresC,P01165,1.079
P03495,postgresA,P01165,6.35
P03496,postgresC,P01165,9.297
P03497,postgresC,P01166,0.684
P03498,postgresA,P01166,7.092
P03499,postgresC,P01166,6.786
P03500,postgresB,P01167,8.256
P03501,postgresB,P01167,3.294
P03502,postgresB,P01167,9.953
P03503,postgresB,P01168,4.338
P03504,postgresA,P01168,8.909
P03505,postgresA,P01168,0.471
P03506,postgresB,P01169,1.458
P03507,postgresB,P01169,3.052
P03508,postgresC,P01169,0.631
P03509,postgresB,P01170,2.95
P03510,postgresB,P01170,6.953
P03511,postgresA,P01170,6.089
P03512,postgresA,P01171,5.334
P03513,postgresC,P01171,6.016
P03514,postgresB,P01171,3.49
P03515,postgresB,P01172,2.49
P03516,postgresB,P01172,8.63
P03517,postgresA,P01172,7.065
P03518,postgresB,P01173,1.842
P03519,postgresB,P01173,5.926
P03520,postgresA,P01173,8.212
P03521,postgresA,P01174,3.972
P03522,postgresB,P01174,4.96
P03523,postgresA,P01174,0.242
P03524,postgresC,P01175,0.879
P03525,postgresC,P01175,2.216
P03526,postgresB,P01175,5.343
P03527,postgresC,P01176,9.114
P03528,postgresC,P01176,5.693
P03529,postgresC,P01176,0.025
P03530,postgresC,P01177,7.132
P03531,postgresC,P01177,8.993
P03532,postgresA,P01177,4.45
P03533,postgresC,P01178,8.305
P03534,postgresA,P01178,6.441
P03535,postgresA,P01178,9.433
P03536,postgresA,P01179,7.341
P03537,postgresC,P01179,1.589
P03538,postgresA,P01179,9.629
P03539,postgresA,P01180,7.62
P03540,postgresC,P01180,6.834
P03541,postgresA,P01180,2.298
P03542,postgresC,P01181,1.293
P03543,postgresB,P01181,0.827
P03544,postgresA,P01181,0.418
P03545,postgresA,P01182,4.093
P03546,postgresB,P01182,0.937
P03547,postgresA,P01182,9.666
P03548,postgresC,P01183,3.656
P03549,postgresA,P01183,1.307
P03550,postgresC,P01183,8.33
P03551,postgresC,P01184,5.283
P03552,postgresB,P01184,9.252
P03553,postgresA,P01184,6.709
P03554,postgresA,P01185,7.785
P03555,postgresC,P01185,2.957
P03556,postgresB,P01185,6.224
P03557,postgresA,P01186,9.36
P03558,postgresB,P01186,0.965
P03559,postgresA,P01186,1.496
P03560,postgresA,P01187,7.602
P03561,postgresC,P01187,2.076
P03562,postgresB,P01187,3.149
P03563,postgresB,P01188,4.906
P03564,postgresA,P01188,3.544
P03565,postgresC,P01188,7.746
P03566,postgresC,P01189,0.649
P03567,postgresC,P01189,1.488
P03568,postgresB,P01189,9.114
P03569,postgresA,P01190,1.883
P03570,postgresC,P01190,6.537
P03571,postgresA,P01190,5.031
P03572,postgresB,P01191,2.65
P03573,postgresC,P01191,0.229
P03574,postgresB,P01191,3.716
P03575,postgresB,P01192,1.372
P03576,postgresB,P01192,2.957
P03577,postgresB,P01192,7.548
P03578,postgresB,P01193,4.016
P03579,postgresC,P01193,5.132
P03580,postgresA,P01193,9.634
P03581,postgresA,P01194,2.785
P03582,postgresB,P01194,5.053
P03583,postgresB,P01194,9.198
P03584,postgresB,P01195,7.906
P03585,postgresB,P01195,2.892
P03586,postgresC,P01195,1.709
P03587,postgresC,P01196,5.869
P03588,postgresB,P01196,3.572
P03589,postgresA,P01196,2.249
P03590,postgresA,P01197,9.801
P03591,postgresB,P01197,5.183
P03592,postgresA,P01197,8.311
P03593,postgresC,P01198,7.539
P03594,postgresC,P01198,6.895
P03595,postgresC,P01198,4.303
P03596,postgresB,P01199,1.553
P03597,postgresB,P01199,3.339
P03598,postgresC,P01199,1.043
P03599,postgresA,P01200,6.72
P03600,postgresC,P01200,9.501
P03601,postgresB,P01200,3.061
P03602,postgresA,P01201,3.31
P03603,postgresC,P01201,4.592
P03604,postgresB,P01201,9.337
P03605,postgresC,P01202,4.845
P03606,postgresB,P01202,4.88
P03607,postgresB,P01202,0.28
P03608,postgresC,P01203,0.4
P03609,postgresA,P01203,8.304
P03610,postgresA,P01203,7.861
P03611,postgresA,P01204,3.291
P03612,postgresA,P01204,2.014
P03613,postgresC,P01204,4.779
P03614,postgresA,P01205,6.412
P03615,postgresB,P01205,6.561
P03616,postgresB,P01205,2.36
P03617,postgresB,P01206,0.914
P03618,postgresA,P01206,6.152
P03619,postgresA,P01206,3.384
P03620,postgresC,P01207,3.267
P03621,postgresA,P01207,7.982
P03622,postgresB,P01207,2.635
P03623,postgresC,P01208,3.049
P03624,postgresC,P01208,5.673
P03625,postgresC,P01208,8.238
P03626,postgresA,P01209,7.601
P03627,postgresC,P01209,9.114
P03628,postgresB,P01209,8.765
P03629,postgresB,P01210,4.354
P03630,postgresA,P01210,7.198
P03631,postgresA,P01210,1.381
P03632,postgresA,P01211,3.591
P03633,postgresB,P01211,4.255
P03634,postgresB,P01211,0.49
P03635,postgresC,P01212,6.991
P03636,postgresA,P01212,2.552
P03637,postgresA,P01212,2.052
P03638,postgresB,P01213,1.215
P03639,postgresA,P01213,2.238
P03640,postgresB,P01213,0.582
P03641,postgresA,P01214,6.17
P03642,postgresC,P01214,8.591
P03643,postgresB,P01214,8.818
P03644,postgresA,P01215,5.611
P03645,postgresB,P01215,8.079
P03646,postgresA,P01215,9.685
P03647,postgresC,P01216,2.885
P03648,postgresB,P01216,8.853
P03649,postgresC,P01216,6.734
P03650,postgresB,P01217,9.844
P03651,postgresC,P01217,0.446
P03652,postgresB,P01217,6.561
P03653,postgresA,P01218,0.56
P03654,postgresA,P01218,1.451
P03655,postgresB,P01218,1.564
P03656,postgresB,P01219,5.856
P03657,postgresA,P01219,6.888
P03658,postgresC,P01219,0.225
P03659,postgresC,P01220,8.359
P03660,postgresB,P01220,6.737
P03661,postgresA,P01220,0.227
P03662,postgresA,P01221,1.136
P03663,postgresC,P01221,8.605
P03664,postgresC,P01221,3.687
P03665,postgresA,P01222,9.125
P03666,postgresA,P01222,6.046
P03667,postgresB,P01222,9.399
P03668,postgresC,P01223,4.545
P03669,postgresC,P01223,0.946
P03670,postgresC,P01223,0.134
P03671,postgresA,P01224,2.857
P03672,postgresB,P01224,2.08
P03673,postgresA,P01224,5.976
P03674,postgresB,P01225,3.763
P03675,postgresA,P01225,6.893
P03676,postgresC,P01225,0.832
P03677,postgresC,P01226,8.326
P03678,postgresB,P01226,0.551
P03679,postgresB,P01226,9.891
P03680,postgresC,P01227,9.434
P03681,postgresA,P01227,9.862
P03682,postgresA,P01227,5.764
P03683,postgresA,P01228,2.591
P03684,postgresB,P01228,0.52
P03685,postgresC,P01228,6.53
P03686,postgresC,P01229,5.629
P03687,postgresA,P01229,6.892
P03688,postgresB,P01229,7.366
P03689,postgresC,P01230,5.371
P03690,postgresA,P01230,7.9
P03691,postgresC,P01230,8.043
P03692,postgresA,P01231,4.318
P03693,postgresA,P01231,9.436
P03694,postgresC,P01231,3.734
P03695,postgresA,P01232,2.985
P03696,postgresB,P01232,9.862
P03697,postgresA,P01232,4.532
P03698,postgresA,P01233,4.587
P03699,postgresC,P01233,5.244
P03700,postgresC,P01233,4.29
P03701,postgresB,P01234,7.366
P03702,postgresC,P01234,8.325
P03703,postgresB,P01234,3.768
P03704,postgresC,P01235,7.133
P03705,postgresA,P01235,4.826
P03706,postgresC,P01235,9.237
P03707,postgresA,P01236,1.334
P03708,postgresA,P01236,2.121
P03709,postgresC,P01236,9.086
P03710,postgresC,P01237,3.53
P03711,postgresA,P01237,9.005
P03712,postgresA,P01237,9.421
P03713,postgresA,P01238,1.225
P03714,postgresC,P01238,7.232
P03715,postgresA,P01238,0.671
P03716,postgresB,P01239,3.068
P03717,postgresB,P01239,1.114
P03718,postgresC,P01239,1.751
P03719,postgresB,P01240,4.772
P03720,postgresA,P01240,4.524
P03721,postgresB,P01240,3.993
P03722,postgresB,P01241,9.76
P03723,postgresA,P01241,7.303
P03724,postgresA,P01241,4.161
P03725,postgresA,P01242,4.031
P03726,postgresC,P01242,7.681
P03727,postgresA,P01242,8.156
P03728,postgresB,P01243,4.45
P03729,postgresC,P01243,1.293
P03730,postgresB,P01243,5.251
P03731,postgresA,P01244,9.685
P03732,postgresB,P01244,0.917
P03733,postgresB,P01244,9.621
P03734,postgresA,P01245,5.955
P03735,postgresC,P01245,6.249
P03736,postgresB,P01245,3.659
P03737,postgresA,P01246,5.737
P03738,postgresB,P01246,0.974
P03739,postgresB,P01246,3.744
P03740,postgresB,P01247,8.14
P03741,postgresC,P01247,3.931
P03742,postgresA,P01247,6.372
P03743,postgresB,P01248,4.634
P03744,postgresB,P01248,9.828
P03745,postgresB,P01248,5.16
P03746,postgresC,P01249,5.736
P03747,postgresC,P01249,3.432
P03748,postgresB,P01249,3.393
P03749,postgresA,P01250,2.056
P03750,postgresC,P01250,5.102
P03751,postgresB,P01250,2.677
P03752,postgresA,P01251,6.653
P03753,postgresB,P01251,0.977
P03754,postgresC,P01251,2.914
P03755,postgresB,P01252,4.73
P03756,postgresB,P01252,8.9
P03757,postgresC,P01252,0.877
P03758,postgresB,P01253,9.395
P03759,postgresB,P01253,3.955
P03760,postgresC,P01253,0.956
P03761,postgresB,P01254,3.281
P03762,postgresB,P01254,6.996
P03763,postgresC,P01254,4.184
P03764,postgresC,P01255,5.764
P03765,postgresB,P01255,4.811
P03766,postgresC,P01255,4.682
P03767,postgresB,P01256,2.876
P03768,postgresA,P01256,8.761
P03769,postgresC,P01256,6.953
P03770,postgresA,P01257,2.27
P03771,postgresB,P01257,6.986
P03772,postgresB,P01257,5.17
P03773,postgresC,P01258,1.112
P03774,postgresA,P01258,1.012
P03775,postgresB,P01258,5.956
P03776,postgresA,P01259,9.029
P03777,postgresA,P01259,1.84
P03778,postgresB,P01259,8.484
P03779,postgresB,P01260,5.451
P03780,postgresA,P01260,4.499
P03781,postgresA,P01260,6.339
P03782,postgresA,P01261,1.581
P03783,postgresC,P01261,0.778
P03784,postgresC,P01261,6.862
P03785,postgresA,P01262,4.841
P03786,postgresB,P01262,6.742
P03787,postgresA,P01262,7.413
P03788,postgresA,P01263,2.415
P03789,postgresC,P01263,6.389
P03790,postgresB,P01263,8.67
P03791,postgresC,P01264,0.585
P03792,postgresC,P01264,0.612
P03793,postgresC,P01264,3.181
P03794,postgresA,P01265,9.696
P03795,postgresB,P01265,8.788
P03796,postgresC,P01265,9.958
P03797,postgresC,P01266,4.681
P03798,postgresB,P01266,8.244
P03799,postgresA,P01266,5.641
P03800,postgresC,P01267,4.878
P03801,postgresC,P01267,1.455
P03802,postgresA,P01267,8.355
P03803,postgresA,P01268,1.674
P03804,postgresB,P01268,6.077
P03805,postgresB,P01268,4.941
P03806,postgresA,P01269,6.989
P03807,postgresC,P01269,9.549
P03808,postgresC,P01269,3.59
P03809,postgresA,P01270,0.082
P03810,postgresC,P01270,4.47
P03811,postgresA,P01270,8.627
P03812,postgresB,P01271,9.323
P03813,postgresC,P01271,2.157
P03814,postgresA,P01271,0.201
P03815,postgresB,P01272,6.553
P03816,postgresC,P01272,4.172
P03817,postgresB,P01272,0.443
P03818,postgresA,P01273,8.418
P03819,postgresC,P01273,5.493
P03820,postgresC,P01273,8.196
P03821,postgresB,P01274,6.974
P03822,postgresB,P01274,4.727
P03823,postgresA,P01274,3.722
P03824,postgresC,P01275,9.769
P03825,postgresC,P01275,7.278
P03826,postgresC,P01275,9.801
P03827,postgresA,P01276,6.585
P03828,postgresB,P01276,7.069
P03829,postgresC,P01276,3.707
P03830,postgresA,P01277,7.856
P03831,postgresA,P01277,0.15
P03832,postgresA,P01277,4.429
P03833,postgresC,P01278,4.534
P03834,postgresB,P01278,2.552
P03835,postgresC,P01278,7.825
P03836,postgresC,P01279,0.427
P03837,postgresB,P01279,0.435
P03838,postgresA,P01279,7.702
P03839,postgresC,P01280,7.099
P03840,postgresB,P01280,5.756
P03841,postgresB,P01280,2.129
P03842,postgresA,P01281,4.673
P03843,postgresA,P01281,0.48
P03844,postgresC,P01281,6.577
P03845,postgresB,P01282,2.773
P03846,postgresC,P01282,4.097
P03847,postgresB,P01282,6.208
P03848,postgresB,P01283,1.08
P03849,postgresA,P01283,7.249
P03850,postgresA,P01283,1.403
P03851,postgresA,P01284,7.065
P03852,postgresA,P01284,5.915
P03853,postgresC,P01284,6.942
P03854,postgresB,P01285,3.491
P03855,postgresC,P01285,3.964
P03856,postgresA,P01285,0.148
P03857,postgresB,P01286,0.388
P03858,postgresA,P01286,1.143
P03859,postgresA,P01286,2.281
P03860,postgresC,P01287,1.625
P03861,postgresC,P01287,8.448
P03862,postgresB,P01287,3.005
P03863,postgresA,P01288,2.69
P03864,postgresA,P01288,4.308
P03865,postgresA,P01288,5.7
P03866,postgresB,P01289,0.958
P03867,postgresC,P01289,2.842
P03868,postgresB,P01289,6.211
P03869,postgresC,P01290,0.98
P03870,postgresA,P01290,9.581
P03871,postgresB,P01290,3.09
P03872,postgresA,P01291,8.92
P03873,postgresC,P01291,1.592
P03874,postgresC,P01291,7.908
P03875,postgresB,P01292,6.584
P03876,postgresB,P01292,5.334
P03877,postgresC,P01292,4.844
P03878,postgresB,P01293,7.537
P03879,postgresA,P01293,4.76
P03880,postgresB,P01293,4.614
P03881,postgresC,P01294,6.696
P03882,postgresA,P01294,4.373
P03883,postgresC,P01294,1.932
P03884,postgresA,P01295,2.446
P03885,postgresC,P01295,8.302
P03886,postgresC,P01295,1.805
P03887,postgresC,P01296,6.822
P03888,postgresB,P01296,0.459
P03889,postgresB,P01296,8.275
P03890,postgresA,P01297,8.414
P03891,postgresB,P01297,1.414
P03892,postgresA,P01297,4.6
P03893,postgresC,P01298,1.282
P03894,postgresB,P01298,5.565
P03895,postgresC,P01298,5.262
P03896,postgresC,P01299,7.003
P03897,postgresA,P01299,0.186
P03898,postgresB,P01299,4.317
P03899,postgresB,P01300,3.548
P03900,postgresC,P01300,8.222
P03901,postgresC,P01300,3.156
P03902,postgresC,P01301,7.552
P03903,postgresB,P01301,6.098
P03904,postgresC,P01301,6.598
P03905,postgresA,P01302,4.347
P03906,postgresB,P01302,0.211
P03907,postgresC,P01302,2.301
P03908,postgresC,P01303,6.293
P03909,postgresC,P01303,9.068
P03910,postgresC,P01303,5.069
P03911,postgresA,P01304,1.164
P03912,postgresC,P01304,2.78
P03913,postgresB,P01304,4.387
P03914,postgresC,P01305,6.081
P03915,postgresC,P01305,0.832
P03916,postgresA,P01305,0.221
P03917,postgresA,P01306,9.592
P03918,postgresC,P01306,9.864
P03919,postgresB,P01306,7.322
P03920,postgresB,P01307,2.39
P03921,postgresA,P01307,1.685
P03922,postgresC,P01307,9.884
P03923,postgresB,P01308,6.786
P03924,postgresC,P01308,8.302
P03925,postgresC,P01308,5.371
P03926,postgresA,P01309,3.251
P03927,postgresA,P01309,0.658
P03928,postgresB,P01309,1.56
P03929,postgresB,P01310,8.881
P03930,postgresB,P01310,8.441
P03931,postgresB,P01310,5.196
P03932,postgresB,P01311,0.952
P03933,postgresA,P01311,9.655
P03934,postgresA,P01311,0.785
P03935,postgresB,P01312,2.029
P03936,postgresA,P01312,0.808
P03937,postgresA,P01312,3.453
P03938,postgresA,P01313,3.4
P03939,postgresB,P01313,8.119
P03940,postgresA,P01313,8.272
P03941,postgresC,P01314,9.542
P03942,postgresC,P01314,1.528
P03943,postgresA,P01314,5.811
P03944,postgresB,P01315,9.214
P03945,postgresC,P01315,5.371
P03946,postgresA,P01315,9.365
P03947,postgresC,P01316,5.565
P03948,postgresB,P01316,0.482
P03949,postgresA,P01316,4.721
P03950,postgresC,P01317,4.166
P03951,postgresB,P01317,9.423
P03952,postgresB,P01317,1.433
P03953,postgresC,P01318,5.786
P03954,postgresA,P01318,0.978
P03955,postgresB,P01318,1.595
P03956,postgresA,P01319,9.092
P03957,postgresC,P01319,1.577
P03958,postgresC,P01319,3.681
P03959,postgresA,P01320,7.58
P03960,postgresB,P01320,9.236
P03961,postgresA,P01320,9.577
P03962,postgresB,P01321,2.358
P03963,postgresA,P01321,9.121
P03964,postgresB,P01321,6.947
P03965,postgresB,P01322,0.132
P03966,postgresA,P01322,2.449
P03967,postgresB,P01322,8.546
P03968,postgresB,P01323,0.356
P03969,postgresB,P01323,4.215
P03970,postgresC,P01323,7.61
P03971,postgresB,P01324,6.769
P03972,postgresA,P01324,5.606
P03973,postgresA,P01324,6.058
P03974,postgresC,P01325,3.999
P03975,postgresA,P01325,7.271
P03976,postgresB,P01325,2.655
P03977,postgresB,P01326,3.243
P03978,postgresB,P01326,4.639
P03979,postgresA,P01326,5.138
P03980,postgresB,P01327,0.644
P03981,postgresB,P01327,4.842
P03982,postgresB,P01327,9.366
P03983,postgresC,P01328,8.814
P03984,postgresC,P01328,9.403
P03985,postgresA,P01328,0.433
P03986,postgresC,P01329,2.554
P03987,postgresB,P01329,7.679
P03988,postgresA,P01329,9.221
P03989,postgresC,P01330,1.859
P03990,postgresB,P01330,7.444
P03991,postgresA,P01330,2.203
P03992,postgresA,P01331,7.494
P03993,postgresA,P01331,2.05
P03994,postgresC,P01331,6.338
P03995,postgresA,P01332,4.912
P03996,postgresA,P01332,0.957
P03997,postgresC,P01332,9.446
P03998,postgresB,P01333,5.545
P03999,postgresB,P01333,9.266
P04000,postgresA,P01333,2.22
P04001,postgresB,P01334,2.213
P04002,postgresA,P01334,7.592
P04003,postgresA,P01334,8.529
P04004,postgresB,P01335,8.637
P04005,postgresC,P01335,4.33
P04006,postgresC,P01335,7.074
P04007,postgresC,P01336,8.237
P04008,postgresA,P01336,8.742
P04009,postgresA,P01336,7.739
P04010,postgresC,P01337,3.392
P04011,postgresA,P01337,9.583
P04012,postgresB,P01337,0.82
P04013,postgresC,P01338,1.999
P04014,postgresC,P01338,7.353
