partsid,datalink,parents_partsid
P05012,postgresB,P01671
P05013,postgresC,P01671
P05014,postgresB,P01671
P05015,postgresC,P01672
P05016,postgresA,P01672
P05017,postgresC,P01672
P05018,postgresC,P01673
P05019,postgresB,P01673
P05020,postgresB,P01673
P05021,postgresC,P01674
P05022,postgresB,P01674
P05023,postgresB,P01674
P05024,postgresC,P01675
P05025,postgresC,P01675
P05026,postgresA,P01675
P05027,postgresB,P01676
P05028,postgresB,P01676
P05029,postgresB,P01676
P05030,postgresB,P01677
P05031,postgresA,P01677
P05032,postgresC,P01677
P05033,postgresB,P01678
P05034,postgresA,P01678
P05035,postgresA,P01678
P05036,postgresA,P01679
P05037,postgresC,P01679
P05038,postgresC,P01679
P05039,postgresA,P01680
P05040,postgresC,P01680
P05041,postgresC,P01680
P05042,postgresA,P01681
P05043,postgresB,P01681
P05044,postgresC,P01681
P05045,postgresC,P01682
P05046,postgresC,P01682
P05047,postgresC,P01682
P05048,postgresA,P01683
P05049,postgresB,P01683
P05050,postgresC,P01683
P05051,postgresB,P01684
P05052,postgresC,P01684
P05053,postgresC,P01684
P05054,postgresB,P01685
P05055,postgresC,P01685
P05056,postgresB,P01685
P05057,postgresB,P01686
P05058,postgresA,P01686
P05059,postgresA,P01686
P05060,postgresB,P01687
P05061,postgresB,P01687
P05062,postgresC,P01687
P05063,postgresB,P01688
P05064,postgresB,P01688
P05065,postgresC,P01688
P05066,postgresC,P01689
P05067,postgresC,P01689
P05068,postgresB,P01689
P05069,postgresC,P01690
P05070,postgresB,P01690
P05071,postgresA,P01690
P05072,postgresC,P01691
P05073,postgresA,P01691
P05074,postgresC,P01691
P05075,postgresC,P01692
P05076,postgresA,P01692
P05077,postgresA,P01692
P05078,postgresC,P01693
P05079,postgresA,P01693
P05080,postgresC,P01693
P05081,postgresB,P01694
P05082,postgresB,P01694
P05083,postgresB,P01694
P05084,postgresA,P01695
P05085,postgresB,P01695
P05086,postgresB,P01695
P05087,postgresA,P01696
P05088,postgresC,P01696
P05089,postgresB,P01696
P05090,postgresA,P01697
P05091,postgresB,P01697
P05092,postgresA,P01697
P05093,postgresC,P01698
P05094,postgresB,P01698
P05095,postgresC,P01698
P05096,postgresC,P01699
P05097,postgresA,P01699
P05098,postgresC,P01699
P05099,postgresB,P01700
P05100,postgresB,P01700
P05101,postgresB,P01700
P05102,postgresC,P01701
P05103,postgresA,P01701
P05104,postgresC,P01701
P05105,postgresB,P01702
P05106,postgresB,P01702
P05107,postgresC,P01702
P05108,postgresA,P01703
P05109,postgresA,P01703
P05110,postgresA,P01703
P05111,postgresB,P01704
P05112,postgresC,P01704
P05113,postgresA,P01704
P05114,postgresA,P01705
P05115,postgresA,P01705
P05116,postgresC,P01705
P05117,postgresB,P01706
P05118,postgresB,P01706
P05119,postgresA,P01706
P05120,postgresB,P01707
P05121,postgresA,P01707
P05122,postgresA,P01707
P05123,postgresC,P01708
P05124,postgresA,P01708
P05125,postgresA,P01708
P05126,postgresA,P01709
P05127,postgresB,P01709
P05128,postgresA,P01709
P05129,postgresA,P01710
P05130,postgresA,P01710
P05131,postgresB,P01710
P05132,postgresB,P01711
P05133,postgresC,P01711
P05134,postgresC,P01711
P05135,postgresB,P01712
P05136,postgresC,P01712
P05137,postgresA,P01712
P05138,postgresB,P01713
P05139,postgresC,P01713
P05140,postgresC,P01713
P05141,postgresA,P01714
P05142,postgresA,P01714
P05143,postgresA,P01714
P05144,postgresA,P01715
P05145,postgresB,P01715
P05146,postgresB,P01715
P05147,postgresA,P01716
P05148,postgresC,P01716
P05149,postgresC,P01716
P05150,postgresC,P01717
P05151,postgresA,P01717
P05152,postgresB,P01717
P05153,postgresB,P01718
P05154,postgresA,P01718
P05155,postgresB,P01718
P05156,postgresA,P01719
P05157,postgresC,P01719
P05158,postgresB,P01719
P05159,postgresB,P01720
P05160,postgresA,P01720
P05161,postgresC,P01720
P05162,postgresC,P01721
P05163,postgresC,P01721
P05164,postgresC,P01721
P05165,postgresC,P01722
P05166,postgresB,P01722
P05167,postgresA,P01722
P05168,postgresA,P01723
P05169,postgresC,P01723
P05170,postgresA,P01723
P05171,postgresB,P01724
P05172,postgresA,P01724
P05173,postgresC,P01724
P05174,postgresB,P01725
P05175,postgresB,P01725
P05176,postgresB,P01725
P05177,postgresC,P01726
P05178,postgresC,P01726
P05179,postgresA,P01726
P05180,postgresA,P01727
P05181,postgresC,P01727
P05182,postgresB,P01727
P05183,postgresB,P01728
P05184,postgresC,P01728
P05185,postgresA,P01728
P05186,postgresB,P01729
P05187,postgresA,P01729
P05188,postgresC,P01729
P05189,postgresA,P01730
P05190,postgresC,P01730
P05191,postgresA,P01730
P05192,postgresB,P01731
P05193,postgresA,P01731
P05194,postgresA,P01731
P05195,postgresC,P01732
P05196,postgresB,P01732
P05197,postgresA,P01732
P05198,postgresB,P01733
P05199,postgresB,P01733
P05200,postgresB,P01733
P05201,postgresB,P01734
P05202,postgresC,P01734
P05203,postgresC,P01734
P05204,postgresC,P01735
P05205,postgresA,P01735
P05206,postgresB,P01735
P05207,postgresB,P01736
P05208,postgresA,P01736
P05209,postgresA,P01736
P05210,postgresC,P01737
P05211,postgresA,P01737
P05212,postgresC,P01737
P05213,postgresB,P01738
P05214,postgresB,P01738
P05215,postgresB,P01738
P05216,postgresB,P01739
P05217,postgresA,P01739
P05218,postgresC,P01739
P05219,postgresB,P01740
P05220,postgresC,P01740
P05221,postgresB,P01740
P05222,postgresC,P01741
P05223,postgresC,P01741
P05224,postgresB,P01741
P05225,postgresB,P01742
P05226,postgresA,P01742
P05227,postgresB,P01742
P05228,postgresB,P01743
P05229,postgresC,P01743
P05230,postgresA,P01743
P05231,postgresA,P01744
P05232,postgresB,P01744
P05233,postgresC,P01744
P05234,postgresC,P01745
P05235,postgresC,P01745
P05236,postgresB,P01745
P05237,postgresA,P01746
P05238,postgresB,P01746
P05239,postgresC,P01746
P05240,postgresB,P01747
P05241,postgresC,P01747
P05242,postgresA,P01747
P05243,postgresA,P01748
P05244,postgresB,P01748
P05245,postgresC,P01748
P05246,postgresB,P01749
P05247,postgresC,P01749
P05248,postgresA,P01749
P05249,postgresC,P01750
P05250,postgresC,P01750
P05251,postgresA,P01750
P05252,postgresB,P01751
P05253,postgresA,P01751
P05254,postgresC,P01751
P05255,postgresB,P01752
P05256,postgresB,P01752
P05257,postgresA,P01752
P05258,postgresB,P01753
P05259,postgresB,P01753
P05260,postgresB,P01753
P05261,postgresA,P01754
P05262,postgresC,P01754
P05263,postgresA,P01754
P05264,postgresC,P01755
P05265,postgresA,P01755
P05266,postgresB,P01755
P05267,postgresB,P01756
P05268,postgresA,P01756
P05269,postgresB,P01756
P05270,postgresB,P01757
P05271,postgresB,P01757
P05272,postgresA,P01757
P05273,postgresB,P01758
P05274,postgresA,P01758
P05275,postgresB,P01758
P05276,postgresB,P01759
P05277,postgresC,P01759
P05278,postgresB,P01759
P05279,postgresA,P01760
P05280,postgresA,P01760
P05281,postgresB,P01760
P05282,postgresB,P01761
P05283,postgresA,P01761
P05284,postgresB,P01761
P05285,postgresB,P01762
P05286,postgresA,P01762
P05287,postgresB,P01762
P05288,postgresC,P01763
P05289,postgresC,P01763
P05290,postgresA,P01763
P05291,postgresA,P01764
P05292,postgresA,P01764
P05293,postgresB,P01764
P05294,postgresA,P01765
P05295,postgresB,P01765
P05296,postgresA,P01765
P05297,postgresA,P01766
P05298,postgresA,P01766
P05299,postgresB,P01766
P05300,postgresC,P01767
P05301,postgresB,P01767
P05302,postgresB,P01767
P05303,postgresA,P01768
P05304,postgresA,P01768
P05305,postgresC,P01768
P05306,postgresA,P01769
P05307,postgresA,P01769
P05308,postgresB,P01769
P05309,postgresA,P01770
P05310,postgresA,P01770
P05311,postgresC,P01770
P05312,postgresC,P01771
P05313,postgresB,P01771
P05314,postgresB,P01771
P05315,postgresC,P01772
P05316,postgresC,P01772
P05317,postgresA,P01772
P05318,postgresA,P01773
P05319,postgresA,P01773
P05320,postgresB,P01773
P05321,postgresC,P01774
P05322,postgresC,P01774
P05323,postgresB,P01774
P05324,postgresB,P01775
P05325,postgresC,P01775
P05326,postgresA,P01775
P05327,postgresA,P01776
P05328,postgresA,P01776
P05329,postgresB,P01776
P05330,postgresA,P01777
P05331,postgresB,P01777
P05332,postgresA,P01777
P05333,postgresC,P01778
P05334,postgresA,P01778
P05335,postgresA,P01778
P05336,postgresA,P01779
P05337,postgresB,P01779
P05338,postgresB,P01779
P05339,postgresC,P01780
P05340,postgresA,P01780
P05341,postgresB,P01780
P05342,postgresB,P01781
P05343,postgresC,P01781
P05344,postgresA,P01781
P05345,postgresB,P01782
P05346,postgresA,P01782
P05347,postgresA,P01782
P05348,postgresA,P01783
P05349,postgresC,P01783
P05350,postgresB,P01783
P05351,postgresC,P01784
P05352,postgresB,P01784
P05353,postgresB,P01784
P05354,postgresC,P01785
P05355,postgresA,P01785
P05356,postgresA,P01785
P05357,postgresA,P01786
P05358,postgresA,P01786
P05359,postgresC,P01786
P05360,postgresB,P01787
P05361,postgresC,P01787
P05362,postgresB,P01787
P05363,postgresB,P01788
P05364,postgresC,P01788
P05365,postgresC,P01788
P05366,postgresA,P01789
P05367,postgresB,P01789
P05368,postgresA,P01789
P05369,postgresC,P01790
P05370,postgresB,P01790
P05371,postgresB,P01790
P05372,postgresB,P01791
P05373,postgresC,P01791
P05374,postgresC,P01791
P05375,postgresB,P01792
P05376,postgresB,P01792
P05377,postgresB,P01792
P05378,postgresC,P01793
P05379,postgresC,P01793
P05380,postgresC,P01793
P05381,postgresA,P01794
P05382,postgresB,P01794
P05383,postgresC,P01794
P05384,postgresC,P01795
P05385,postgresB,P01795
P05386,postgresC,P01795
P05387,postgresA,P01796
P05388,postgresA,P01796
P05389,postgresA,P01796
P05390,postgresB,P01797
P05391,postgresA,P01797
P05392,postgresA,P01797
P05393,postgresC,P01798
P05394,postgresA,P01798
P05395,postgresC,P01798
P05396,postgresB,P01799
P05397,postgresA,P01799
P05398,postgresA,P01799
P05399,postgresB,P01800
P05400,postgresB,P01800
P05401,postgresC,P01800
P05402,postgresB,P01801
P05403,postgresA,P01801
P05404,postgresA,P01801
P05405,postgresA,P01802
P05406,postgresC,P01802
P05407,postgresA,P01802
P05408,postgresC,P01803
P05409,postgresB,P01803
P05410,postgresA,P01803
P05411,postgresB,P01804
P05412,postgresB,P01804
P05413,postgresA,P01804
P05414,postgresB,P01805
P05415,postgresC,P01805
P05416,postgresA,P01805
P05417,postgresC,P01806
P05418,postgresB,P01806
P05419,postgresA,P01806
P05420,postgresB,P01807
P05421,postgresB,P01807
P05422,postgresB,P01807
P05423,postgresA,P01808
P05424,postgresC,P01808
P05425,postgresC,P01808
P05426,postgresB,P01809
P05427,postgresA,P01809
P05428,postgresA,P01809
P05429,postgresC,P01810
P05430,postgresB,P01810
P05431,postgresA,P01810
P05432,postgresC,P01811
P05433,postgresA,P01811
P05434,postgresC,P01811
P05435,postgresA,P01812
P05436,postgresA,P01812
P05437,postgresB,P01812
P05438,postgresA,P01813
P05439,postgresC,P01813
P05440,postgresA,P01813
P05441,postgresA,P01814
P05442,postgresB,P01814
P05443,postgresB,P01814
P05444,postgresC,P01815
P05445,postgresB,P01815
P05446,postgresC,P01815
P05447,postgresB,P01816
P05448,postgresC,P01816
P05449,postgresC,P01816
P05450,postgresB,P01817
P05451,postgresA,P01817
P05452,postgresA,P01817
P05453,postgresC,P01818
P05454,postgresB,P01818
P05455,postgresB,P01818
P05456,postgresA,P01819
P05457,postgresC,P01819
P05458,postgresA,P01819
P05459,postgresA,P01820
P05460,postgresA,P01820
P05461,postgresB,P01820
P05462,postgresB,P01821
P05463,postgresA,P01821
P05464,postgresB,P01821
P05465,postgresB,P01822
P05466,postgresA,P01822
P05467,postgresC,P01822
P05468,postgresB,P01823
P05469,postgresA,P01823
P05470,postgresB,P01823
P05471,postgresA,P01824
P05472,postgresB,P01824
P05473,postgresB,P01824
P05474,postgresC,P01825
P05475,postgresB,P01825
P05476,postgresA,P01825
P05477,postgresC,P01826
P05478,postgresC,P01826
P05479,postgresB,P01826
P05480,postgresB,P01827
P05481,postgresC,P01827
P05482,postgresA,P01827
P05483,postgresC,P01828
P05484,postgresC,P01828
P05485,postgresA,P01828
P05486,postgresC,P01829
P05487,postgresC,P01829
P05488,postgresC,P01829
P05489,postgresC,P01830
P05490,postgresA,P01830
P05491,postgresA,P01830
P05492,postgresB,P01831
P05493,postgresB,P01831
P05494,postgresB,P01831
P05495,postgresC,P01832
P05496,postgresB,P01832
P05497,postgresB,P01832
P05498,postgresC,P01833
P05499,postgresA,P01833
P05500,postgresA,P01833
P05501,postgresA,P01834
P05502,postgresC,P01834
P05503,postgresC,P01834
P05504,postgresB,P01835
P05505,postgresA,P01835
P05506,postgresB,P01835
P05507,postgresB,P01836
P05508,postgresB,P01836
P05509,postgresB,P01836
P05510,postgresC,P01837
P05511,postgresC,P01837
P05512,postgresC,P01837
P05513,postgresB,P01838
P05514,postgresA,P01838
P05515,postgresC,P01838
P05516,postgresA,P01839
P05517,postgresC,P01839
P05518,postgresA,P01839
P05519,postgresB,P01840
P05520,postgresB,P01840
P05521,postgresC,P01840
P05522,postgresC,P01841
P05523,postgresA,P01841
P05524,postgresC,P01841
P05525,postgresB,P01842
P05526,postgresC,P01842
P05527,postgresA,P01842
P05528,postgresB,P01843
P05529,postgresC,P01843
P05530,postgresB,P01843
P05531,postgresC,P01844
P05532,postgresB,P01844
P05533,postgresC,P01844
P05534,postgresB,P01845
P05535,postgresC,P01845
P05536,postgresA,P01845
P05537,postgresC,P01846
P05538,postgresA,P01846
P05539,postgresC,P01846
P05540,postgresC,P01847
P05541,postgresA,P01847
P05542,postgresA,P01847
P05543,postgresC,P01848
P05544,postgresC,P01848
P05545,postgresC,P01848
P05546,postgresC,P01849
P05547,postgresA,P01849
P05548,postgresC,P01849
P05549,postgresC,P01850
P05550,postgresB,P01850
P05551,postgresA,P01850
P05552,postgresA,P01851
P05553,postgresC,P01851
P05554,postgresA,P01851
P05555,postgresC,P01852
P05556,postgresC,P01852
P05557,postgresB,P01852
P05558,postgresB,P01853
P05559,postgresB,P01853
P05560,postgresC,P01853
P05561,postgresC,P01854
P05562,postgresB,P01854
P05563,postgresA,P01854
P05564,postgresA,P01855
P05565,postgresB,P01855
P05566,postgresC,P01855
P05567,postgresC,P01856
P05568,postgresB,P01856
P05569,postgresC,P01856
P05570,postgresA,P01857
P05571,postgresB,P01857
P05572,postgresA,P01857
P05573,postgresA,P01858
P05574,postgresC,P01858
P05575,postgresA,P01858
P05576,postgresB,P01859
P05577,postgresC,P01859
P05578,postgresC,P01859
P05579,postgresB,P01860
P05580,postgresC,P01860
P05581,postgresA,P01860
P05582,postgresB,P01861
P05583,postgresC,P01861
P05584,postgresB,P01861
P05585,postgresB,P01862
P05586,postgresC,P01862
P05587,postgresC,P01862
P05588,postgresC,P01863
P05589,postgresB,P01863
P05590,postgresA,P01863
P05591,postgresB,P01864
P05592,postgresA,P01864
P05593,postgresB,P01864
P05594,postgresC,P01865
P05595,postgresA,P01865
P05596,postgresC,P01865
P05597,postgresB,P01866
P05598,postgresC,P01866
P05599,postgresC,P01866
P05600,postgresA,P01867
P05601,postgresA,P01867
P05602,postgresB,P01867
P05603,postgresA,P01868
P05604,postgresB,P01868
P05605,postgresA,P01868
P05606,postgresA,P01869
P05607,postgresC,P01869
P05608,postgresA,P01869
P05609,postgresB,P01870
P05610,postgresA,P01870
P05611,postgresB,P01870
P05612,postgresA,P01871
P05613,postgresC,P01871
P05614,postgresC,P01871
P05615,postgresA,P01872
P05616,postgresB,P01872
P05617,postgresC,P01872
P05618,postgresC,P01873
P05619,postgresB,P01873
P05620,postgresA,P01873
P05621,postgresC,P01874
P05622,postgresA,P01874
P05623,postgresC,P01874
P05624,postgresC,P01875
P05625,postgresA,P01875
P05626,postgresA,P01875
P05627,postgresC,P01876
P05628,postgresB,P01876
P05629,postgresA,P01876
P05630,postgresB,P01877
P05631,postgresB,P01877
P05632,postgresA,P01877
P05633,postgresA,P01878
P05634,postgresB,P01878
P05635,postgresB,P01878
P05636,postgresC,P01879
P05637,postgresB,P01879
P05638,postgresC,P01879
P05639,postgresA,P01880
P05640,postgresC,P01880
P05641,postgresA,P01880
P05642,postgresA,P01881
P05643,postgresC,P01881
P05644,postgresC,P01881
P05645,postgresC,P01882
P05646,postgresB,P01882
P05647,postgresA,P01882
P05648,postgresA,P01883
P05649,postgresA,P01883
P05650,postgresB,P01883
P05651,postgresC,P01884
P05652,postgresB,P01884
P05653,postgresB,P01884
P05654,postgresA,P01885
P05655,postgresC,P01885
P05656,postgresA,P01885
P05657,postgresC,P01886
P05658,postgresB,P01886
P05659,postgresB,P01886
P05660,postgresA,P01887
P05661,postgresA,P01887
P05662,postgresB,P01887
P05663,postgresC,P01888
P05664,postgresA,P01888
P05665,postgresA,P01888
P05666,postgresB,P01889
P05667,postgresA,P01889
P05668,postgresB,P01889
P05669,postgresC,P01890
P05670,postgresA,P01890
P05671,postgresC,P01890
P05672,postgresC,P01891
P05673,postgresB,P01891
P05674,postgresA,P01891
P05675,postgresC,P01892
P05676,postgresB,P01892
P05677,postgresA,P01892
P05678,postgresC,P01893
P05679,postgresA,P01893
P05680,postgresB,P01893
P05681,postgresA,P01894
P05682,postgresB,P01894
P05683,postgresC,P01894
P05684,postgresA,P01895
P05685,postgresA,P01895
P05686,postgresB,P01895
P05687,postgresB,P01896
P05688,postgresB,P01896
P05689,postgresA,P01896
P05690,postgresA,P01897
P05691,postgresA,P01897
P05692,postgresA,P01897
P05693,postgresC,P01898
P05694,postgresA,P01898
P05695,postgresA,P01898
P05696,postgresC,P01899
P05697,postgresA,P01899
P05698,postgresB,P01899
P05699,postgresB,P01900
P05700,postgresC,P01900
P05701,postgresB,P01900
P05702,postgresB,P01901
P05703,postgresC,P01901
P05704,postgresB,P01901
P05705,postgresA,P01902
P05706,postgresA,P01902
P05707,postgresC,P01902
P05708,postgresA,P01903
P05709,postgresC,P01903
P05710,postgresA,P01903
P05711,postgresC,P01904
P05712,postgresC,P01904
P05713,postgresC,P01904
P05714,postgresC,P01905
P05715,postgresA,P01905
P05716,postgresB,P01905
P05717,postgresA,P01906
P05718,postgresB,P01906
P05719,postgresB,P01906
P05720,postgresC,P01907
P05721,postgresA,P01907
P05722,postgresB,P01907
P05723,postgresC,P01908
P05724,postgresC,P01908
P05725,postgresB,P01908
P05726,postgresB,P01909
P05727,postgresC,P01909
P05728,postgresB,P01909
P05729,postgresC,P01910
P05730,postgresC,P01910
P05731,postgresC,P01910
P05732,postgresC,P01911
P05733,postgresB,P01911
P05734,postgresB,P01911
P05735,postgresB,P01912
P05736,postgresC,P01912
