partsid,datalink,parents_partsid
P03459,postgresB,P01153
P03460,postgresC,P01153
P03461,postgresA,P01154
P03462,postgresB,P01154
P03463,postgresA,P01154
P03464,postgresC,P01155
P03465,postgresC,P01155
P03466,postgresA,P01155
P03467,postgresC,P01156
P03468,postgresA,P01156
P03469,postgresB,P01156
P03470,postgresB,P01157
P03471,postgresA,P01157
P03472,postgresA,P01157
P03473,postgresB,P01158
P03474,postgresB,P01158
P03475,postgresB,P01158
P03476,postgresA,P01159
P03477,postgresC,P01159
P03478,postgresB,P01159
P03479,postgresC,P01160
P03480,postgresB,P01160
P03481,postgresA,P01160
P03482,postgresA,P01161
P03483,postgresA,P01161
P03484,postgresB,P01161
P03485,postgresB,P01162
P03486,postgresA,P01162
P03487,postgresC,P01162
P03488,postgresA,P01163
P03489,postgresC,P01163
P03490,postgresC,P01163
P03491,postgresC,P01164
P03492,postgresC,P01164
P03493,postgresC,P01164
P03494,postgresC,P01165
P03495,postgresA,P01165
P03496,postgresC,P01165
P03497,postgresC,P01166
P03498,postgresA,P01166
P03499,postgresC,P01166
P03500,postgresB,P01167
P03501,postgresB,P01167
P03502,postgresB,P01167
P03503,postgresB,P01168
P03504,postgresA,P01168
P03505,postgresA,P01168
P03506,postgresB,P01169
P03507,postgresB,P01169
P03508,postgresC,P01169
P03509,postgresB,P01170
P03510,postgresB,P01170
P03511,postgresA,P01170
P03512,postgresA,P01171
P03513,postgresC,P01171
P03514,postgresB,P01171
P03515,postgresB,P01172
P03516,postgresB,P01172
P03517,postgresA,P01172
P03518,postgresB,P01173
P03519,postgresB,P01173
P03520,postgresA,P01173
P03521,postgresA,P01174
P03522,postgresB,P01174
P03523,postgresA,P01174
P03524,postgresC,P01175
P03525,postgresC,P01175
P03526,postgresB,P01175
P03527,postgresC,P01176
P03528,postgresC,P01176
P03529,postgresC,P01176
P03530,postgresC,P01177
P03531,postgresC,P01177
P03532,postgresA,P01177
P03533,postgresC,P01178
P03534,postgresA,P01178
P03535,postgresA,P01178
P03536,postgresA,P01179
P03537,postgresC,P01179
P03538,postgresA,P01179
P03539,postgresA,P01180
P03540,postgresC,P01180
P03541,postgresA,P01180
P03542,postgresC,P01181
P03543,postgresB,P01181
P03544,postgresA,P01181
P03545,postgresA,P01182
P03546,postgresB,P01182
P03547,postgresA,P01182
P03548,postgresC,P01183
P03549,postgresA,P01183
P03550,postgresC,P01183
P03551,postgresC,P01184
P03552,postgresB,P01184
P03553,postgresA,P01184
P03554,postgresA,P01185
P03555,postgresC,P01185
P03556,postgresB,P01185
P03557,postgresA,P01186
P03558,postgresB,P01186
P03559,postgresA,P01186
P03560,postgresA,P01187
P03561,postgresC,P01187
P03562,postgresB,P01187
P03563,postgresB,P01188
P03564,postgresA,P01188
P03565,postgresC,P01188
P03566,postgresC,P01189
P03567,postgresC,P01189
P03568,postgresB,P01189
P03569,postgresA,P01190
P03570,postgresC,P01190
P03571,postgresA,P01190
P03572,postgresB,P01191
P03573,postgresC,P01191
P03574,postgresB,P01191
P03575,postgresB,P01192
P03576,postgresB,P01192
P03577,postgresB,P01192
P03578,postgresB,P01193
P03579,postgresC,P01193
P03580,postgresA,P01193
P03581,postgresA,P01194
P03582,postgresB,P01194
P03583,postgresB,P01194
P03584,postgresB,P01195
P03585,postgresB,P01195
P03586,postgresC,P01195
P03587,postgresC,P01196
P03588,postgresB,P01196
P03589,postgresA,P01196
P03590,postgresA,P01197
P03591,postgresB,P01197
P03592,postgresA,P01197
P03593,postgresC,P01198
P03594,postgresC,P01198
P03595,postgresC,P01198
P03596,postgresB,P01199
P03597,postgresB,P01199
P03598,postgresC,P01199
P03599,postgresA,P01200
P03600,postgresC,P01200
P03601,postgresB,P01200
P03602,postgresA,P01201
P03603,postgresC,P01201
P03604,postgresB,P01201
P03605,postgresC,P01202
P03606,postgresB,P01202
P03607,postgresB,P01202
P03608,postgresC,P01203
P03609,postgresA,P01203
P03610,postgresA,P01203
P03611,postgresA,P01204
P03612,postgresA,P01204
P03613,postgresC,P01204
P03614,postgresA,P01205
P03615,postgresB,P01205
P03616,postgresB,P01205
P03617,postgresB,P01206
P03618,postgresA,P01206
P03619,postgresA,P01206
P03620,postgresC,P01207
P03621,postgresA,P01207
P03622,postgresB,P01207
P03623,postgresC,P01208
P03624,postgresC,P01208
P03625,postgresC,P01208
P03626,postgresA,P01209
P03627,postgresC,P01209
P03628,postgresB,P01209
P03629,postgresB,P01210
P03630,postgresA,P01210
P03631,postgresA,P01210
P03632,postgresA,P01211
P03633,postgresB,P01211
P03634,postgresB,P01211
P03635,postgresC,P01212
P03636,postgresA,P01212
P03637,postgresA,P01212
P03638,postgresB,P01213
P03639,postgresA,P01213
P03640,postgresB,P01213
P03641,postgresA,P01214
P03642,postgresC,P01214
P03643,postgresB,P01214
P03644,postgresA,P01215
P03645,postgresB,P01215
P03646,postgresA,P01215
P03647,postgresC,P01216
P03648,postgresB,P01216
P03649,postgresC,P01216
P03650,postgresB,P01217
P03651,postgresC,P01217
P03652,postgresB,P01217
P03653,postgresA,P01218
P03654,postgresA,P01218
P03655,postgresB,P01218
P03656,postgresB,P01219
P03657,postgresA,P01219
P03658,postgresC,P01219
P03659,postgresC,P01220
P03660,postgresB,P01220
P03661,postgresA,P01220
P03662,postgresA,P01221
P03663,postgresC,P01221
P03664,postgresC,P01221
P03665,postgresA,P01222
P03666,postgresA,P01222
P03667,postgresB,P01222
P03668,postgresC,P01223
P03669,postgresC,P01223
P03670,postgresC,P01223
P03671,postgresA,P01224
P03672,postgresB,P01224
P03673,postgresA,P01224
P03674,postgresB,P01225
P03675,postgresA,P01225
P03676,postgresC,P01225
P03677,postgresC,P01226
P03678,postgresB,P01226
P03679,postgresB,P01226
P03680,postgresC,P01227
P03681,postgresA,P01227
P03682,postgresA,P01227
P03683,postgresA,P01228
P03684,postgresB,P01228
P03685,postgresC,P01228
P03686,postgresC,P01229
P03687,postgresA,P01229
P03688,postgresB,P01229
P03689,postgresC,P01230
P03690,postgresA,P01230
P03691,postgresC,P01230
P03692,postgresA,P01231
P03693,postgresA,P01231
P03694,postgresC,P01231
P03695,postgresA,P01232
P03696,postgresB,P01232
P03697,postgresA,P01232
P03698,postgresA,P01233
P03699,postgresC,P01233
P03700,postgresC,P01233
P03701,postgresB,P01234
P03702,postgresC,P01234
P03703,postgresB,P01234
P03704,postgresC,P01235
P03705,postgresA,P01235
P03706,postgresC,P01235
P03707,postgresA,P01236
P03708,postgresA,P01236
P03709,postgresC,P01236
P03710,postgresC,P01237
P03711,postgresA,P01237
P03712,postgresA,P01237
P03713,postgresA,P01238
P03714,postgresC,P01238
P03715,postgresA,P01238
P03716,postgresB,P01239
P03717,postgresB,P01239
P03718,postgresC,P01239
P03719,postgresB,P01240
P03720,postgresA,P01240
P03721,postgresB,P01240
P03722,postgresB,P01241
P03723,postgresA,P01241
P03724,postgresA,P01241
P03725,postgresA,P01242
P03726,postgresC,P01242
P03727,postgresA,P01242
P03728,postgresB,P01243
P03729,postgresC,P01243
P03730,postgresB,P01243
P03731,postgresA,P01244
P03732,postgresB,P01244
P03733,postgresB,P01244
P03734,postgresA,P01245
P03735,postgresC,P01245
P03736,postgresB,P01245
P03737,postgresA,P01246
P03738,postgresB,P01246
P03739,postgresB,P01246
P03740,postgresB,P01247
P03741,postgresC,P01247
P03742,postgresA,P01247
P03743,postgresB,P01248
P03744,postgresB,P01248
P03745,postgresB,P01248
P03746,postgresC,P01249
P03747,postgresC,P01249
P03748,postgresB,P01249
P03749,postgresA,P01250
P03750,postgresC,P01250
P03751,postgresB,P01250
P03752,postgresA,P01251
P03753,postgresB,P01251
P03754,postgresC,P01251
P03755,postgresB,P01252
P03756,postgresB,P01252
P03757,postgresC,P01252
P03758,postgresB,P01253
P03759,postgresB,P01253
P03760,postgresC,P01253
P03761,postgresB,P01254
P03762,postgresB,P01254
P03763,postgresC,P01254
P03764,postgresC,P01255
P03765,postgresB,P01255
P03766,postgresC,P01255
P03767,postgresB,P01256
P03768,postgresA,P01256
P03769,postgresC,P01256
P03770,postgresA,P01257
P03771,postgresB,P01257
P03772,postgresB,P01257
P03773,postgresC,P01258
P03774,postgresA,P01258
P03775,postgresB,P01258
P03776,postgresA,P01259
P03777,postgresA,P01259
P03778,postgresB,P01259
P03779,postgresB,P01260
P03780,postgresA,P01260
P03781,postgresA,P01260
P03782,postgresA,P01261
P03783,postgresC,P01261
P03784,postgresC,P01261
P03785,postgresA,P01262
P03786,postgresB,P01262
P03787,postgresA,P01262
P03788,postgresA,P01263
P03789,postgresC,P01263
P03790,postgresB,P01263
P03791,postgresC,P01264
P03792,postgresC,P01264
P03793,postgresC,P01264
P03794,postgresA,P01265
P03795,postgresB,P01265
P03796,postgresC,P01265
P03797,postgresC,P01266
P03798,postgresB,P01266
P03799,postgresA,P01266
P03800,postgresC,P01267
P03801,postgresC,P01267
P03802,postgresA,P01267
P03803,postgresA,P01268
P03804,postgresB,P01268
P03805,postgresB,P01268
P03806,postgresA,P01269
P03807,postgresC,P01269
P03808,postgresC,P01269
P03809,postgresA,P01270
P03810,postgresC,P01270
P03811,postgresA,P01270
P03812,postgresB,P01271
P03813,postgresC,P01271
P03814,postgresA,P01271
P03815,postgresB,P01272
P03816,postgresC,P01272
P03817,postgresB,P01272
P03818,postgresA,P01273
P03819,postgresC,P01273
P03820,postgresC,P01273
P03821,postgresB,P01274
P03822,postgresB,P01274
P03823,postgresA,P01274
P03824,postgresC,P01275
P03825,postgresC,P01275
P03826,postgresC,P01275
P03827,postgresA,P01276
P03828,postgresB,P01276
P03829,postgresC,P01276
P03830,postgresA,P01277
P03831,postgresA,P01277
P03832,postgresA,P01277
P03833,postgresC,P01278
P03834,postgresB,P01278
P03835,postgresC,P01278
P03836,postgresC,P01279
P03837,postgresB,P01279
P03838,postgresA,P01279
P03839,postgresC,P01280
P03840,postgresB,P01280
P03841,postgresB,P01280
P03842,postgresA,P01281
P03843,postgresA,P01281
P03844,postgresC,P01281
P03845,postgresB,P01282
P03846,postgresC,P01282
P03847,postgresB,P01282
P03848,postgresB,P01283
P03849,postgresA,P01283
P03850,postgresA,P01283
P03851,postgresA,P01284
P03852,postgresA,P01284
P03853,postgresC,P01284
P03854,postgresB,P01285
P03855,postgresC,P01285
P03856,postgresA,P01285
P03857,postgresB,P01286
P03858,postgresA,P01286
P03859,postgresA,P01286
P03860,postgresC,P01287
P03861,postgresC,P01287
P03862,postgresB,P01287
P03863,postgresA,P01288
P03864,postgresA,P01288
P03865,postgresA,P01288
P03866,postgresB,P01289
P03867,postgresC,P01289
P03868,postgresB,P01289
P03869,postgresC,P01290
P03870,postgresA,P01290
P03871,postgresB,P01290
P03872,postgresA,P01291
P03873,postgresC,P01291
P03874,postgresC,P01291
P03875,postgresB,P01292
P03876,postgresB,P01292
P03877,postgresC,P01292
P03878,postgresB,P01293
P03879,postgresA,P01293
P03880,postgresB,P01293
P03881,postgresC,P01294
P03882,postgresA,P01294
P03883,postgresC,P01294
P03884,postgresA,P01295
P03885,postgresC,P01295
P03886,postgresC,P01295
P03887,postgresC,P01296
P03888,postgresB,P01296
P03889,postgresB,P01296
P03890,postgresA,P01297
P03891,postgresB,P01297
P03892,postgresA,P01297
P03893,postgresC,P01298
P03894,postgresB,P01298
P03895,postgresC,P01298
P03896,postgresC,P01299
P03897,postgresA,P01299
P03898,postgresB,P01299
P03899,postgresB,P01300
P03900,postgresC,P01300
P03901,postgresC,P01300
P03902,postgresC,P01301
P03903,postgresB,P01301
P03904,postgresC,P01301
P03905,postgresA,P01302
P03906,postgresB,P01302
P03907,postgresC,P01302
P03908,postgresC,P01303
P03909,postgresC,P01303
P03910,postgresC,P01303
P03911,postgresA,P01304
P03912,postgresC,P01304
P03913,postgresB,P01304
P03914,postgresC,P01305
P03915,postgresC,P01305
P03916,postgresA,P01305
P03917,postgresA,P01306
P03918,postgresC,P01306
P03919,postgresB,P01306
P03920,postgresB,P01307
P03921,postgresA,P01307
P03922,postgresC,P01307
P03923,postgresB,P01308
P03924,postgresC,P01308
P03925,postgresC,P01308
P03926,postgresA,P01309
P03927,postgresA,P01309
P03928,postgresB,P01309
P03929,postgresB,P01310
P03930,postgresB,P01310
P03931,postgresB,P01310
P03932,postgresB,P01311
P03933,postgresA,P01311
P03934,postgresA,P01311
P03935,postgresB,P01312
P03936,postgresA,P01312
P03937,postgresA,P01312
P03938,postgresA,P01313
P03939,postgresB,P01313
P03940,postgresA,P01313
P03941,postgresC,P01314
P03942,postgresC,P01314
P03943,postgresA,P01314
P03944,postgresB,P01315
P03945,postgresC,P01315
P03946,postgresA,P01315
P03947,postgresC,P01316
P03948,postgresB,P01316
P03949,postgresA,P01316
P03950,postgresC,P01317
P03951,postgresB,P01317
P03952,postgresB,P01317
P03953,postgresC,P01318
P03954,postgresA,P01318
P03955,postgresB,P01318
P03956,postgresA,P01319
P03957,postgresC,P01319
P03958,postgresC,P01319
P03959,postgresA,P01320
P03960,postgresB,P01320
P03961,postgresA,P01320
P03962,postgresB,P01321
P03963,postgresA,P01321
P03964,postgresB,P01321
P03965,postgresB,P01322
P03966,postgresA,P01322
P03967,postgresB,P01322
P03968,postgresB,P01323
P03969,postgresB,P01323
P03970,postgresC,P01323
P03971,postgresB,P01324
P03972,postgresA,P01324
P03973,postgresA,P01324
P03974,postgresC,P01325
P03975,postgresA,P01325
P03976,postgresB,P01325
P03977,postgresB,P01326
P03978,postgresB,P01326
P03979,postgresA,P01326
P03980,postgresB,P01327
P03981,postgresB,P01327
P03982,postgresB,P01327
P03983,postgresC,P01328
P03984,postgresC,P01328
P03985,postgresA,P01328
P03986,postgresC,P01329
P03987,postgresB,P01329
P03988,postgresA,P01329
P03989,postgresC,P01330
P03990,postgresB,P01330
P03991,postgresA,P01330
P03992,postgresA,P01331
P03993,postgresA,P01331
P03994,postgresC,P01331
P03995,postgresA,P01332
P03996,postgresA,P01332
P03997,postgresC,P01332
P03998,postgresB,P01333
P03999,postgresB,P01333
P04000,postgresA,P01333
P04001,postgresB,P01334
P04002,postgresA,P01334
P04003,postgresA,P01334
P04004,postgresB,P01335
P04005,postgresC,P01335
P04006,postgresC,P01335
P04007,postgresC,P01336
P04008,postgresA,P01336
P04009,postgresA,P01336
P04010,postgresC,P01337
P04011,postgresA,P01337
P04012,postgresB,P01337
P04013,postgresC,P01338
P04014,postgresC,P01338
P04015,postgresC,P01338
P04016,postgresB,P01339
P04017,postgresB,P01339
P04018,postgresC,P01339
P04019,postgresC,P01340
P04020,postgresC,P01340
P04021,postgresA,P01340
P04022,postgresC,P01341
P04023,postgresC,P01341
P04024,postgresA,P01341
P04025,postgresB,P01342
P04026,postgresC,P01342
P04027,postgresC,P01342
P04028,postgresC,P01343
P04029,postgresA,P01343
P04030,postgresB,P01343
P04031,postgresA,P01344
P04032,postgresC,P01344
P04033,postgresA,P01344
P04034,postgresA,P01345
P04035,postgresC,P01345
P04036,postgresB,P01345
P04037,postgresB,P01346
P04038,postgresB,P01346
P04039,postgresB,P01346
P04040,postgresB,P01347
P04041,postgresB,P01347
P04042,postgresA,P01347
P04043,postgresB,P01348
P04044,postgresC,P01348
P04045,postgresC,P01348
P04046,postgresC,P01349
P04047,postgresC,P01349
P04048,postgresB,P01349
P04049,postgresB,P01350
P04050,postgresC,P01350
P04051,postgresB,P01350
P04052,postgresB,P01351
P04053,postgresB,P01351
P04054,postgresB,P01351
P04055,postgresB,P01352
P04056,postgresB,P01352
P04057,postgresB,P01352
P04058,postgresC,P01353
P04059,postgresC,P01353
P04060,postgresA,P01353
P04061,postgresA,P01354
P04062,postgresC,P01354
P04063,postgresB,P01354
P04064,postgresA,P01355
P04065,postgresB,P01355
P04066,postgresC,P01355
P04067,postgresC,P01356
P04068,postgresB,P01356
P04069,postgresC,P01356
P04070,postgresC,P01357
P04071,postgresA,P01357
P04072,postgresA,P01357
P04073,postgresC,P01358
P04074,postgresB,P01358
P04075,postgresA,P01358
P04076,postgresB,P01359
P04077,postgresB,P01359
P04078,postgresA,P01359
P04079,postgresB,P01360
P04080,postgresA,P01360
P04081,postgresA,P01360
P04082,postgresA,P01361
P04083,postgresC,P01361
P04084,postgresB,P01361
P04085,postgresA,P01362
P04086,postgresB,P01362
P04087,postgresA,P01362
P04088,postgresC,P01363
P04089,postgresB,P01363
P04090,postgresB,P01363
P04091,postgresA,P01364
P04092,postgresB,P01364
P04093,postgresA,P01364
P04094,postgresB,P01365
P04095,postgresA,P01365
P04096,postgresB,P01365
P04097,postgresC,P01366
P04098,postgresC,P01366
P04099,postgresA,P01366
P04100,postgresB,P01367
P04101,postgresA,P01367
P04102,postgresA,P01367
P04103,postgresA,P01368
P04104,postgresC,P01368
P04105,postgresC,P01368
P04106,postgresB,P01369
P04107,postgresB,P01369
P04108,postgresB,P01369
P04109,postgresB,P01370
P04110,postgresA,P01370
P04111,postgresC,P01370
P04112,postgresC,P01371
P04113,postgresB,P01371
P04114,postgresA,P01371
P04115,postgresC,P01372
P04116,postgresA,P01372
P04117,postgresB,P01372
P04118,postgresB,P01373
P04119,postgresC,P01373
P04120,postgresC,P01373
P04121,postgresC,P01374
P04122,postgresC,P01374
P04123,postgresA,P01374
P04124,postgresA,P01375
P04125,postgresA,P01375
P04126,postgresB,P01375
P04127,postgresB,P01376
P04128,postgresA,P01376
P04129,postgresB,P01376
P04130,postgresB,P01377
P04131,postgresB,P01377
P04132,postgresA,P01377
P04133,postgresB,P01378
P04134,postgresC,P01378
P04135,postgresA,P01378
P04136,postgresC,P01379
P04137,postgresB,P01379
P04138,postgresC,P01379
P04139,postgresB,P01380
P04140,postgresC,P01380
P04141,postgresB,P01380
P04142,postgresB,P01381
P04143,postgresC,P01381
P04144,postgresB,P01381
P04145,postgresB,P01382
P04146,postgresC,P01382
P04147,postgresA,P01382
P04148,postgresB,P01383
P04149,postgresA,P01383
P04150,postgresC,P01383
P04151,postgresA,P01384
P04152,postgresA,P01384
P04153,postgresC,P01384
P04154,postgresB,P01385
P04155,postgresB,P01385
P04156,postgresB,P01385
P04157,postgresB,P01386
P04158,postgresC,P01386
P04159,postgresC,P01386
P04160,postgresB,P01387
P04161,postgresB,P01387
P04162,postgresB,P01387
P04163,postgresA,P01388
P04164,postgresB,P01388
P04165,postgresA,P01388
P04166,postgresC,P01389
P04167,postgresA,P01389
P04168,postgresB,P01389
P04169,postgresA,P01390
P04170,postgresC,P01390
P04171,postgresC,P01390
P04172,postgresB,P01391
P04173,postgresC,P01391
P04174,postgresB,P01391
P04175,postgresC,P01392
P04176,postgresA,P01392
P04177,postgresA,P01392
P04178,postgresA,P01393
P04179,postgresC,P01393
P04180,postgresA,P01393
P04181,postgresC,P01394
P04182,postgresB,P01394
P04183,postgresA,P01394
