partsid,datalink,totalcfp,cfp,parents_partsid
P02786,postgresA,0.0,8.917,P00929
P02787,postgresC,0.0,6.101,P00929
P02788,postgresC,0.0,7.52,P00929
P02789,postgresB,0.0,8.402,P00930
P02790,postgresA,0.0,4.296,P00930
P02791,postgresC,0.0,1.21,P00930
P02792,postgresB,0.0,6.665,P00931
P02793,postgresA,0.0,9.537,P00931
P02794,postgresB,0.0,1.716,P00931
P02795,postgresB,0.0,3.426,P00932
P02796,postgresC,0.0,1.179,P00932
P02797,postgresB,0.0,0.138,P00932
P02798,postgresB,0.0,2.575,P00933
P02799,postgresC,0.0,0.443,P00933
P02800,postgresB,0.0,0.165,P00933
P02801,postgresB,0.0,6.569,P00934
P02802,postgresC,0.0,5.231,P00934
P02803,postgresC,0.0,1.662,P00934
P02804,postgresA,0.0,0.241,P00935
P02805,postgresB,0.0,6.942,P00935
P02806,postgresC,0.0,9.58,P00935
P02807,postgresB,0.0,8.465,P00936
P02808,postgresC,0.0,5.781,P00936
P02809,postgresB,0.0,9.676,P00936
P02810,postgresA,0.0,6.064,P00937
P02811,postgresB,0.0,7.416,P00937
P02812,postgresC,0.0,4.063,P00937
P02813,postgresC,0.0,6.758,P00938
P02814,postgresA,0.0,0.965,P00938
P02815,postgresA,0.0,2.706,P00938
P02816,postgresC,0.0,3.21,P00939
P02817,postgresB,0.0,4.456,P00939
P02818,postgresB,0.0,8.579,P00939
P02819,postgresC,0.0,5.701,P00940
P02820,postgresB,0.0,5.853,P00940
P02821,postgresC,0.0,5.987,P00940
P02822,postgresC,0.0,5.949,P00941
P02823,postgresC,0.0,0.905,P00941
P02824,postgresA,0.0,3.331,P00941
P02825,postgresA,0.0,3.075,P00942
P02826,postgresB,0.0,2.612,P00942
P02827,postgresC,0.0,2.478,P00942
P02828,postgresB,0.0,2.404,P00943
P02829,postgresA,0.0,5.301,P00943
P02830,postgresA,0.0,8.547,P00943
P02831,postgresA,0.0,3.087,P00944
P02832,postgresB,0.0,9.431,P00944
P02833,postgresA,0.0,4.51,P00944
P02834,postgresC,0.0,2.066,P00945
P02835,postgresB,0.0,1.678,P00945
P02836,postgresC,0.0,7.076,P00945
P02837,postgresC,0.0,1.659,P00946
P02838,postgresA,0.0,2.926,P00946
P02839,postgresB,0.0,3.009,P00946
P02840,postgresB,0.0,9.224,P00947
P02841,postgresB,0.0,2.636,P00947
P02842,postgresB,0.0,0.5,P00947
P02843,postgresC,0.0,7.837,P00948
P02844,postgresA,0.0,5.475,P00948
P02845,postgresA,0.0,5.94,P00948
P02846,postgresA,0.0,4.266,P00949
P02847,postgresB,0.0,6.818,P00949
P02848,postgresA,0.0,4.594,P00949
P02849,postgresC,0.0,4.925,P00950
P02850,postgresA,0.0,9.196,P00950
P02851,postgresB,0.0,4.334,P00950
P02852,postgresA,0.0,6.147,P00951
P02853,postgresA,0.0,2.055,P00951
P02854,postgresB,0.0,6.449,P00951
P02855,postgresC,0.0,3.659,P00952
P02856,postgresA,0.0,8.436,P00952
P02857,postgresC,0.0,1.667,P00952
P02858,postgresC,0.0,8.682,P00953
P02859,postgresC,0.0,6.877,P00953
P02860,postgresC,0.0,6.41,P00953
P02861,postgresB,0.0,6.559,P00954
P02862,postgresC,0.0,0.074,P00954
P02863,postgresA,0.0,9.66,P00954
P02864,postgresB,0.0,1.068,P00955
P02865,postgresB,0.0,4.443,P00955
P02866,postgresC,0.0,7.532,P00955
P02867,postgresA,0.0,6.235,P00956
P02868,postgresA,0.0,9.28,P00956
P02869,postgresB,0.0,5.122,P00956
P02870,postgresC,0.0,9.351,P00957
P02871,postgresA,0.0,1.857,P00957
P02872,postgresC,0.0,4.736,P00957
P02873,postgresB,0.0,1.86,P00958
P02874,postgresB,0.0,6.624,P00958
P02875,postgresC,0.0,4.133,P00958
P02876,postgresB,0.0,4.288,P00959
P02877,postgresB,0.0,7.072,P00959
P02878,postgresA,0.0,5.029,P00959
P02879,postgresC,0.0,8.083,P00960
P02880,postgresC,0.0,6.748,P00960
P02881,postgresC,0.0,5.573,P00960
P02882,postgresA,0.0,9.808,P00961
P02883,postgresB,0.0,5.704,P00961
P02884,postgresC,0.0,5.051,P00961
P02885,postgresA,0.0,4.339,P00962
P02886,postgresB,0.0,8.532,P00962
P02887,postgresC,0.0,6.504,P00962
P02888,postgresB,0.0,1.133,P00963
P02889,postgresA,0.0,0.957,P00963
P02890,postgresA,0.0,4.088,P00963
P02891,postgresA,0.0,6.359,P00964
P02892,postgresC,0.0,1.671,P00964
P02893,postgresC,0.0,8.811,P00964
P02894,postgresC,0.0,3.818,P00965
P02895,postgresA,0.0,6.841,P00965
P02896,postgresA,0.0,8.403,P00965
P02897,postgresB,0.0,8.148,P00966
P02898,postgresC,0.0,7.755,P00966
P02899,postgresB,0.0,6.515,P00966
P02900,postgresB,0.0,9.148,P00967
P02901,postgresB,0.0,1.309,P00967
P02902,postgresA,0.0,4.706,P00967
P02903,postgresB,0.0,7.542,P00968
P02904,postgresC,0.0,9.462,P00968
P02905,postgresC,0.0,7.442,P00968
P02906,postgresA,0.0,8.783,P00969
P02907,postgresB,0.0,3.592,P00969
P02908,postgresC,0.0,9.722,P00969
P02909,postgresA,0.0,2.237,P00970
P02910,postgresB,0.0,4.11,P00970
P02911,postgresB,0.0,6.716,P00970
P02912,postgresB,0.0,8.531,P00971
P02913,postgresB,0.0,6.454,P00971
P02914,postgresA,0.0,2.772,P00971
P02915,postgresB,0.0,8.959,P00972
P02916,postgresC,0.0,1.614,P00972
P02917,postgresB,0.0,5.051,P00972
P02918,postgresC,0.0,1.675,P00973
P02919,postgresB,0.0,7.304,P00973
P02920,postgresB,0.0,2.018,P00973
P02921,postgresB,0.0,4.066,P00974
P02922,postgresB,0.0,3.694,P00974
P02923,postgresA,0.0,5.77,P00974
P02924,postgresC,0.0,4.111,P00975
P02925,postgresA,0.0,0.402,P00975
P02926,postgresB,0.0,7.169,P00975
P02927,postgresC,0.0,6.148,P00976
P02928,postgresC,0.0,5.445,P00976
P02929,postgresC,0.0,4.589,P00976
P02930,postgresA,0.0,5.107,P00977
P02931,postgresA,0.0,9.069,P00977
P02932,postgresB,0.0,6.672,P00977
P02933,postgresC,0.0,4.325,P00978
P02934,postgresB,0.0,1.421,P00978
P02935,postgresB,0.0,3.346,P00978
P02936,postgresB,0.0,8.158,P00979
P02937,postgresA,0.0,8.122,P00979
P02938,postgresC,0.0,0.211,P00979
P02939,postgresB,0.0,4.478,P00980
P02940,postgresB,0.0,9.412,P00980
P02941,postgresB,0.0,5.374,P00980
P02942,postgresB,0.0,6.895,P00981
P02943,postgresC,0.0,9.052,P00981
P02944,postgresA,0.0,5.29,P00981
P02945,postgresC,0.0,6.478,P00982
P02946,postgresC,0.0,4.433,P00982
P02947,postgresB,0.0,6.591,P00982
P02948,postgresB,0.0,4.429,P00983
P02949,postgresC,0.0,6.564,P00983
P02950,postgresA,0.0,8.48,P00983
P02951,postgresC,0.0,1.197,P00984
P02952,postgresB,0.0,2.512,P00984
P02953,postgresB,0.0,8.786,P00984
P02954,postgresB,0.0,4.16,P00985
P02955,postgresB,0.0,8.579,P00985
P02956,postgresB,0.0,8.434,P00985
P02957,postgresA,0.0,6.13,P00986
P02958,postgresA,0.0,8.655,P00986
P02959,postgresA,0.0,3.999,P00986
P02960,postgresB,0.0,3.489,P00987
P02961,postgresA,0.0,5.772,P00987
P02962,postgresA,0.0,2.504,P00987
P02963,postgresB,0.0,9.984,P00988
P02964,postgresC,0.0,4.154,P00988
P02965,postgresB,0.0,0.869,P00988
P02966,postgresB,0.0,6.055,P00989
P02967,postgresA,0.0,1.844,P00989
P02968,postgresB,0.0,7.836,P00989
P02969,postgresC,0.0,5.278,P00990
P02970,postgresC,0.0,1.834,P00990
P02971,postgresB,0.0,3.674,P00990
P02972,postgresC,0.0,2.642,P00991
P02973,postgresB,0.0,0.612,P00991
P02974,postgresC,0.0,0.996,P00991
P02975,postgresC,0.0,5.62,P00992
P02976,postgresA,0.0,0.279,P00992
P02977,postgresC,0.0,1.422,P00992
P02978,postgresB,0.0,2.084,P00993
P02979,postgresC,0.0,9.131,P00993
P02980,postgresB,0.0,4.701,P00993
P02981,postgresC,0.0,9.48,P00994
P02982,postgresC,0.0,2.964,P00994
P02983,postgresB,0.0,0.738,P00994
P02984,postgresC,0.0,7.794,P00995
P02985,postgresA,0.0,2.021,P00995
P02986,postgresA,0.0,0.986,P00995
P02987,postgresB,0.0,2.033,P00996
P02988,postgresA,0.0,2.105,P00996
P02989,postgresC,0.0,5.696,P00996
P02990,postgresC,0.0,2.04,P00997
P02991,postgresB,0.0,8.676,P00997
P02992,postgresB,0.0,8.447,P00997
P02993,postgresA,0.0,6.292,P00998
P02994,postgresB,0.0,3.472,P00998
P02995,postgresA,0.0,8.972,P00998
P02996,postgresA,0.0,8.669,P00999
P02997,postgresC,0.0,6.031,P00999
P02998,postgresB,0.0,5.92,P00999
P02999,postgresA,0.0,8.024,P01000
P03000,postgresA,0.0,6.938,P01000
P03001,postgresA,0.0,9.24,P01000
P03002,postgresA,0.0,2.287,P01001
P03003,postgresB,0.0,6.542,P01001
P03004,postgresB,0.0,5.597,P01001
P03005,postgresC,0.0,9.517,P01002
P03006,postgresB,0.0,0.252,P01002
P03007,postgresB,0.0,0.089,P01002
P03008,postgresB,0.0,8.831,P01003
P03009,postgresA,0.0,1.091,P01003
P03010,postgresA,0.0,8.942,P01003
P03011,postgresC,0.0,8.768,P01004
P03012,postgresA,0.0,6.555,P01004
P03013,postgresC,0.0,8.802,P01004
P03014,postgresC,0.0,1.733,P01005
P03015,postgresB,0.0,7.573,P01005
P03016,postgresA,0.0,8.859,P01005
P03017,postgresA,0.0,9.828,P01006
P03018,postgresA,0.0,4.102,P01006
P03019,postgresC,0.0,1.212,P01006
P03020,postgresB,0.0,5.432,P01007
P03021,postgresB,0.0,7.445,P01007
P03022,postgresB,0.0,8.998,P01007
P03023,postgresC,0.0,6.237,P01008
P03024,postgresA,0.0,9.139,P01008
P03025,postgresC,0.0,8.813,P01008
P03026,postgresB,0.0,8.964,P01009
P03027,postgresA,0.0,1.887,P01009
P03028,postgresC,0.0,8.825,P01009
P03029,postgresC,0.0,7.913,P01010
P03030,postgresC,0.0,4.251,P01010
P03031,postgresA,0.0,5.753,P01010
P03032,postgresC,0.0,0.668,P01011
P03033,postgresC,0.0,2.228,P01011
P03034,postgresC,0.0,4.736,P01011
P03035,postgresC,0.0,9.464,P01012
P03036,postgresB,0.0,1.461,P01012
P03037,postgresA,0.0,9.261,P01012
P03038,postgresB,0.0,2.001,P01013
P03039,postgresC,0.0,1.522,P01013
P03040,postgresA,0.0,4.094,P01013
P03041,postgresC,0.0,2.858,P01014
P03042,postgresB,0.0,6.719,P01014
P03043,postgresB,0.0,1.65,P01014
P03044,postgresC,0.0,2.035,P01015
P03045,postgresA,0.0,7.01,P01015
P03046,postgresB,0.0,1.806,P01015
P03047,postgresA,0.0,7.786,P01016
P03048,postgresA,0.0,3.42,P01016
P03049,postgresC,0.0,9.693,P01016
P03050,postgresC,0.0,4.585,P01017
P03051,postgresB,0.0,1.295,P01017
P03052,postgresA,0.0,9.552,P01017
P03053,postgresA,0.0,7.512,P01018
P03054,postgresA,0.0,9.175,P01018
P03055,postgresB,0.0,5.881,P01018
P03056,postgresA,0.0,0.766,P01019
P03057,postgresA,0.0,2.367,P01019
P03058,postgresB,0.0,6.906,P01019
P03059,postgresA,0.0,4.967,P01020
P03060,postgresA,0.0,1.197,P01020
P03061,postgresB,0.0,5.318,P01020
P03062,postgresB,0.0,9.134,P01021
P03063,postgresB,0.0,3.29,P01021
P03064,postgresC,0.0,9.883,P01021
P03065,postgresA,0.0,2.326,P01022
P03066,postgresA,0.0,4.552,P01022
P03067,postgresA,0.0,5.109,P01022
P03068,postgresB,0.0,5.617,P01023
P03069,postgresB,0.0,6.849,P01023
P03070,postgresC,0.0,2.9,P01023
P03071,postgresC,0.0,9.005,P01024
P03072,postgresB,0.0,7.153,P01024
P03073,postgresB,0.0,8.183,P01024
P03074,postgresC,0.0,0.425,P01025
P03075,postgresA,0.0,4.905,P01025
P03076,postgresA,0.0,1.074,P01025
P03077,postgresA,0.0,3.102,P01026
P03078,postgresA,0.0,9.833,P01026
P03079,postgresC,0.0,7.991,P01026
P03080,postgresC,0.0,7.836,P01027
P03081,postgresC,0.0,5.849,P01027
P03082,postgresC,0.0,2.836,P01027
P03083,postgresA,0.0,3.753,P01028
P03084,postgresA,0.0,8.684,P01028
P03085,postgresC,0.0,2.681,P01028
P03086,postgresC,0.0,2.834,P01029
P03087,postgresA,0.0,7.155,P01029
P03088,postgresC,0.0,1.124,P01029
P03089,postgresB,0.0,4.537,P01030
P03090,postgresC,0.0,8.824,P01030
P03091,postgresA,0.0,9.107,P01030
P03092,postgresB,0.0,3.198,P01031
P03093,postgresC,0.0,0.624,P01031
P03094,postgresB,0.0,2.422,P01031
P03095,postgresA,0.0,0.408,P01032
P03096,postgresB,0.0,9.286,P01032
P03097,postgresA,0.0,9.814,P01032
P03098,postgresC,0.0,4.791,P01033
P03099,postgresB,0.0,9.173,P01033
P03100,postgresC,0.0,3.817,P01033
P03101,postgresA,0.0,8.005,P01034
P03102,postgresB,0.0,6.566,P01034
P03103,postgresA,0.0,5.751,P01034
P03104,postgresA,0.0,5.188,P01035
P03105,postgresA,0.0,2.751,P01035
P03106,postgresC,0.0,4.944,P01035
P03107,postgresB,0.0,0.009,P01036
P03108,postgresB,0.0,1.574,P01036
P03109,postgresA,0.0,7.493,P01036
P03110,postgresC,0.0,6.987,P01037
P03111,postgresB,0.0,2.58,P01037
P03112,postgresA,0.0,9.717,P01037
P03113,postgresB,0.0,2.33,P01038
P03114,postgresA,0.0,0.452,P01038
P03115,postgresA,0.0,5.118,P01038
P03116,postgresC,0.0,8.005,P01039
P03117,postgresC,0.0,3.176,P01039
P03118,postgresB,0.0,8.336,P01039
P03119,postgresA,0.0,0.738,P01040
P03120,postgresA,0.0,9.875,P01040
P03121,postgresA,0.0,4.352,P01040
P03122,postgresC,0.0,6.389,P01041
P03123,postgresC,0.0,2.15,P01041
P03124,postgresC,0.0,2.231,P01041
P03125,postgresA,0.0,7.713,P01042
P03126,postgresA,0.0,8.573,P01042
P03127,postgresC,0.0,1.846,P01042
P03128,postgresA,0.0,1.992,P01043
P03129,postgresA,0.0,0.754,P01043
P03130,postgresC,0.0,9.116,P01043
P03131,postgresC,0.0,4.842,P01044
P03132,postgresC,0.0,6.032,P01044
P03133,postgresA,0.0,1.392,P01044
P03134,postgresB,0.0,6.804,P01045
P03135,postgresC,0.0,2.211,P01045
P03136,postgresB,0.0,8.407,P01045
P03137,postgresA,0.0,4.932,P01046
P03138,postgresC,0.0,9.039,P01046
P03139,postgresB,0.0,8.27,P01046
P03140,postgresC,0.0,4.472,P01047
P03141,postgresC,0.0,4.414,P01047
P03142,postgresB,0.0,1.67,P01047
P03143,postgresB,0.0,2.093,P01048
P03144,postgresB,0.0,9.481,P01048
P03145,postgresC,0.0,8.024,P01048
P03146,postgresB,0.0,4.678,P01049
P03147,postgresC,0.0,1.487,P01049
P03148,postgresC,0.0,4.698,P01049
P03149,postgresA,0.0,4.413,P01050
P03150,postgresA,0.0,3.655,P01050
P03151,postgresC,0.0,6.51,P01050
P03152,postgresB,0.0,4.576,P01051
P03153,postgresA,0.0,6.422,P01051
P03154,postgresC,0.0,6.832,P01051
P03155,postgresC,0.0,1.821,P01052
P03156,postgresC,0.0,2.296,P01052
P03157,postgresB,0.0,1.139,P01052
P03158,postgresC,0.0,9.904,P01053
P03159,postgresC,0.0,7.3,P01053
P03160,postgresC,0.0,8.614,P01053
P03161,postgresA,0.0,6.494,P01054
P03162,postgresA,0.0,1.568,P01054
P03163,postgresA,0.0,5.185,P01054
P03164,postgresC,0.0,0.108,P01055
P03165,postgresA,0.0,2.696,P01055
P03166,postgresB,0.0,1.765,P01055
P03167,postgresA,0.0,1.624,P01056
P03168,postgresA,0.0,9.35,P01056
P03169,postgresB,0.0,7.497,P01056
P03170,postgresA,0.0,3.656,P01057
P03171,postgresC,0.0,4.532,P01057
P03172,postgresB,0.0,4.606,P01057
P03173,postgresA,0.0,6.758,P01058
P03174,postgresA,0.0,7.176,P01058
P03175,postgresC,0.0,3.099,P01058
P03176,postgresB,0.0,9.802,P01059
P03177,postgresC,0.0,4.262,P01059
P03178,postgresA,0.0,0.786,P01059
P03179,postgresC,0.0,5.104,P01060
P03180,postgresB,0.0,7.439,P01060
P03181,postgresC,0.0,8.67,P01060
P03182,postgresC,0.0,4.267,P01061
P03183,postgresA,0.0,0.583,P01061
P03184,postgresB,0.0,5.041,P01061
P03185,postgresB,0.0,7.577,P01062
P03186,postgresC,0.0,8.782,P01062
P03187,postgresB,0.0,8.813,P01062
P03188,postgresB,0.0,4.192,P01063
P03189,postgresB,0.0,7.991,P01063
P03190,postgresB,0.0,5.118,P01063
P03191,postgresA,0.0,9.848,P01064
P03192,postgresB,0.0,5.759,P01064
P03193,postgresA,0.0,9.692,P01064
P03194,postgresB,0.0,7.75,P01065
P03195,postgresB,0.0,8.688,P01065
P03196,postgresC,0.0,8.528,P01065
P03197,postgresC,0.0,4.064,P01066
P03198,postgresC,0.0,9.523,P01066
P03199,postgresB,0.0,8.766,P01066
P03200,postgresA,0.0,9.95,P01067
P03201,postgresA,0.0,5.135,P01067
P03202,postgresA,0.0,8.769,P01067
P03203,postgresA,0.0,1.89,P01068
P03204,postgresC,0.0,6.722,P01068
P03205,postgresC,0.0,9.28,P01068
P03206,postgresC,0.0,3.312,P01069
P03207,postgresB,0.0,7.792,P01069
P03208,postgresA,0.0,1.528,P01069
P03209,postgresB,0.0,3.844,P01070
P03210,postgresA,0.0,8.515,P01070
P03211,postgresC,0.0,0.864,P01070
P03212,postgresB,0.0,6.562,P01071
P03213,postgresC,0.0,0.316,P01071
P03214,postgresC,0.0,3.771,P01071
P03215,postgresA,0.0,5.389,P01072
P03216,postgresA,0.0,0.596,P01072
P03217,postgresA,0.0,5.116,P01072
P03218,postgresA,0.0,2.666,P01073
P03219,postgresA,0.0,7.068,P01073
P03220,postgresC,0.0,4.912,P01073
P03221,postgresB,0.0,0.352,P01074
P03222,postgresA,0.0,8.983,P01074
P03223,postgresA,0.0,5.789,P01074
P03224,postgresA,0.0,9.287,P01075
P03225,postgresC,0.0,7.517,P01075
P03226,postgresC,0.0,2.791,P01075
P03227,postgresA,0.0,8.615,P01076
P03228,postgresA,0.0,9.675,P01076
P03229,postgresA,0.0,2.554,P01076
P03230,postgresC,0.0,9.398,P01077
P03231,postgresB,0.0,3.66,P01077
P03232,postgresB,0.0,6.128,P01077
P03233,postgresA,0.0,9.604,P01078
P03234,postgresB,0.0,7.633,P01078
P03235,postgresC,0.0,6.71,P01078
P03236,postgresB,0.0,7.581,P01079
P03237,postgresB,0.0,1.565,P01079
P03238,postgresB,0.0,2.274,P01079
P03239,postgresA,0.0,9.452,P01080
P03240,postgresB,0.0,5.985,P01080
P03241,postgresB,0.0,3.447,P01080
P03242,postgresC,0.0,8.348,P01081
P03243,postgresB,0.0,7.901,P01081
P03244,postgresC,0.0,6.29,P01081
P03245,postgresA,0.0,7.791,P01082
P03246,postgresB,0.0,0.804,P01082
P03247,postgresC,0.0,8.706,P01082
P03248,postgresB,0.0,1.628,P01083
P03249,postgresA,0.0,0.272,P01083
P03250,postgresB,0.0,5.148,P01083
P03251,postgresA,0.0,4.558,P01084
P03252,postgresC,0.0,3.687,P01084
P03253,postgresB,0.0,3.139,P01084
P03254,postgresC,0.0,8.553,P01085
P03255,postgresB,0.0,5.466,P01085
P03256,postgresA,0.0,4.936,P01085
P03257,postgresA,0.0,2.13,P01086
P03258,postgresB,0.0,2.918,P01086
P03259,postgresC,0.0,2.002,P01086
P03260,postgresB,0.0,5.913,P01087
P03261,postgresA,0.0,1.276,P01087
P03262,postgresC,0.0,4.538,P01087
P03263,postgresC,0.0,3.514,P01088
P03264,postgresB,0.0,6.902,P01088
P03265,postgresC,0.0,5.216,P01088
P03266,postgresA,0.0,2.224,P01089
P03267,postgresA,0.0,5.895,P01089
P03268,postgresC,0.0,9.657,P01089
P03269,postgresC,0.0,0.235,P01090
P03270,postgresB,0.0,5.912,P01090
P03271,postgresB,0.0,7.174,P01090
P03272,postgresA,0.0,9.869,P01091
P03273,postgresC,0.0,5.241,P01091
P03274,postgresC,0.0,9.518,P01091
P03275,postgresC,0.0,9.331,P01092
P03276,postgresA,0.0,4.343,P01092
P03277,postgresB,0.0,7.902,P01092
P03278,postgresA,0.0,4.766,P01093
P03279,postgresA,0.0,1.54,P01093
P03280,postgresC,0.0,3.437,P01093
P03281,postgresB,0.0,2.556,P01094
P03282,postgresA,0.0,4.084,P01094
P03283,postgresA,0.0,5.103,P01094
P03284,postgresC,0.0,0.474,P01095
P03285,postgresB,0.0,3.359,P01095
P03286,postgresA,0.0,6.028,P01095
P03287,postgresB,0.0,7.369,P01096
P03288,postgresA,0.0,8.517,P01096
P03289,postgresA,0.0,8.146,P01096
P03290,postgresB,0.0,5.28,P01097
P03291,postgresC,0.0,1.61,P01097
P03292,postgresB,0.0,3.868,P01097
P03293,postgresA,0.0,2.567,P01098
P03294,postgresC,0.0,6.983,P01098
P03295,postgresB,0.0,6.773,P01098
P03296,postgresC,0.0,3.877,P01099
P03297,postgresA,0.0,0.64,P01099
P03298,postgresC,0.0,9.491,P01099
P03299,postgresB,0.0,3.429,P01100
P03300,postgresB,0.0,3.894,P01100
P03301,postgresA,0.0,3.629,P01100
P03302,postgresB,0.0,9.163,P01101
P03303,postgresA,0.0,1.831,P01101
P03304,postgresC,0.0,5.663,P01101
P03305,postgresC,0.0,2.384,P01102
P03306,postgresA,0.0,8.631,P01102
P03307,postgresA,0.0,1.194,P01102
P03308,postgresB,0.0,9.844,P01103
P03309,postgresB,0.0,0.358,P01103
P03310,postgresB,0.0,2.895,P01103
P03311,postgresC,0.0,6.864,P01104
P03312,postgresB,0.0,2.368,P01104
P03313,postgresB,0.0,9.679,P01104
P03314,postgresA,0.0,1.927,P01105
P03315,postgresA,0.0,8.035,P01105
P03316,postgresB,0.0,1.738,P01105
P03317,postgresB,0.0,6.434,P01106
P03318,postgresA,0.0,5.667,P01106
P03319,postgresC,0.0,2.174,P01106
P03320,postgresB,0.0,9.511,P01107
P03321,postgresB,0.0,2.425,P01107
P03322,postgresC,0.0,3.823,P01107
P03323,postgresC,0.0,9.866,P01108
P03324,postgresA,0.0,2.54,P01108
P03325,postgresA,0.0,2.939,P01108
P03326,postgresB,0.0,2.794,P01109
P03327,postgresB,0.0,3.162,P01109
P03328,postgresA,0.0,3.765,P01109
P03329,postgresB,0.0,8.934,P01110
P03330,postgresB,0.0,0.763,P01110
P03331,postgresA,0.0,8.9,P01110
P03332,postgresC,0.0,7.969,P01111
P03333,postgresA,0.0,4.118,P01111
P03334,postgresC,6.34,6.34,P01111
P03335,postgresC,4.593,4.593,P01112
P03336,postgresA,7.593,7.593,P01112
P03337,postgresB,1.248,1.248,P01112
P03338,postgresA,8.825,8.825,P01113
P03339,postgresB,9.548,9.548,P01113
P03340,postgresA,6.958,6.958,P01113
P03341,postgresA,5.303,5.303,P01114
P03342,postgresB,7.067,7.067,P01114
P03343,postgresB,8.602,8.602,P01114
P03344,postgresC,8.658,8.658,P01115
P03345,postgresA,0.895,0.895,P01115
P03346,postgresB,1.482,1.482,P01115
P03347,postgresC,5.362,5.362,P01116
P03348,postgresB,9.957,9.957,P01116
P03349,postgresB,4.641,4.641,P01116
P03350,postgresC,0.919,0.919,P01117
P03351,postgresA,4.3,4.3,P01117
P03352,postgresC,1.976,1.976,P01117
P03353,postgresA,2.941,2.941,P01118
P03354,postgresB,1.367,1.367,P01118
P03355,postgresB,2.065,2.065,P01118
P03356,postgresB,9.937,9.937,P01119
P03357,postgresB,7.681,7.681,P01119
P03358,postgresC,9.084,9.084,P01119
P03359,postgresB,5.254,5.254,P01120
P03360,postgresA,4.549,4.549,P01120
P03361,postgresA,5.268,5.268,P01120
P03362,postgresB,1.938,1.938,P01121
P03363,postgresA,3.195,3.195,P01121
P03364,postgresB,3.429,3.429,P01121
P03365,postgresA,7.898,7.898,P01122
P03366,postgresC,1.78,1.78,P01122
P03367,postgresC,5.283,5.283,P01122
P03368,postgresC,4.015,4.015,P01123
P03369,postgresC,2.304,2.304,P01123
P03370,postgresA,9.556,9.556,P01123
P03371,postgresB,6.397,6.397,P01124
P03372,postgresB,8.146,8.146,P01124
P03373,postgresA,3.584,3.584,P01124
P03374,postgresC,0.032,0.032,P01125
P03375,postgresB,8.803,8.803,P01125
P03376,postgresA,5.25,5.25,P01125
P03377,postgresA,0.239,0.239,P01126
P03378,postgresA,9.297,9.297,P01126
P03379,postgresA,0.585,0.585,P01126
P03380,postgresA,7.727,7.727,P01127
P03381,postgresA,9.516,9.516,P01127
P03382,postgresA,8.172,8.172,P01127
P03383,postgresA,8.762,8.762,P01128
P03384,postgresB,2.857,2.857,P01128
P03385,postgresA,2.871,2.871,P01128
P03386,postgresB,7.082,7.082,P01129
P03387,postgresB,3.736,3.736,P01129
P03388,postgresA,5.763,5.763,P01129
P03389,postgresC,4.092,4.092,P01130
P03390,postgresA,0.93,0.93,P01130
P03391,postgresC,6.4,6.4,P01130
P03392,postgresA,7.341,7.341,P01131
P03393,postgresC,1.855,1.855,P01131
P03394,postgresB,7.646,7.646,P01131
P03395,postgresA,0.5,0.5,P01132
P03396,postgresB,4.701,4.701,P01132
P03397,postgresA,7.57,7.57,P01132
P03398,postgresC,7.074,7.074,P01133
P03399,postgresB,0.479,0.479,P01133
P03400,postgresB,1.025,1.025,P01133
P03401,postgresC,1.638,1.638,P01134
P03402,postgresA,8.617,8.617,P01134
P03403,postgresB,1.798,1.798,P01134
P03404,postgresB,7.862,7.862,P01135
P03405,postgresB,0.643,0.643,P01135
P03406,postgresC,2.708,2.708,P01135
